FECHA;CARRIER_ORIGEN;RUTA_ORIGEN;ASR_REAL;CALLS_TOTAL;CALLS_OK;MINUTOS;AVG_CALL
2026-05-09;OLUM SRL;1972310-ENT;100;5;2;3,72;1,86
2026-05-09;SOLUCIONES DE CONTACTO SA;737629-ENT;100;3;2;0,42;0,21
2026-05-09;ARSAT SA;1547639-ENT;0;3;0;0;0
2026-05-09;TELECOM ARGENTINA S.A.;POI-SLORENZO-SIP-ENT;0;3;0;0;0
2026-05-09;TELECOM ARGENTINA S.A.;POI-RIO4TO-SIP-ENT;0;3;0;0;0
2026-05-09;PRAGA GGB S.R.L.;1797965-ENT;0;3;0;0;0
2026-05-09;COOPERATIVA DE ELECTRICIDAD, SERVICIOS Y OBRAS PUBLICAS DE SAN BERNARDO LTDA;393337-ENT;100;2;2;7;3,5
2026-05-09;AZCOM SRL;1762321-ENT;0;2;0;0;0
2026-05-09;IPLAN INTERNATIONAL BUSINESS INC.;NEW-CALL-DKUSA-ENT;100;2;1;1,28;1,28
2026-05-09;IPLAN INTERNATIONAL BUSINESS INC.;13101024-MAXINFO-ENT;100;2;1;0,05;0,05
2026-05-09;CENATTEL SA;1977892-ENT;100;2;2;4,9;2,45
2026-05-09;TELESERVICIOS Y MARKETING SRL;751349-ENT;100;2;2;0,57;0,28
2026-05-09;CYBERWAVE S.A.;2504364-ENT;100;2;1;16,55;16,55
2026-05-09;IPLAN INTERNATIONAL BUSINESS INC.;13097088_INTERMAX-EN;100;1;1;0,32;0,32
2026-05-09;STRATTON ARGENTINA S.A.;1926549-ENT;100;1;1;1,9;1,9
2026-05-09;RECAUDADORA S.A.;1620425-ENT;100;1;1;0,07;0,07
2026-05-09;COMPANIA FINANCIERA ARGENTINA S A;1730869-ENT;0;1;0;0;0
2026-05-09;TELECOM ARGENTINA S.A.;POI-CAMPANA-SIP-ENT;0;1;0;0;0
2026-05-09;SOLUCIONES REGIONALES DE INFORMATICA SA;Soluciones-ENT;0;1;0;0;0
2026-05-09;TELECOM ARGENTINA S.A.;POI-ESCOBAR-SIP-ENT;0;1;0;0;0
2026-05-08;LINEIP S.R.L.;13097620-PX8-ENT;83,76;1586450;657699;118561,62;0,18
2026-05-08;IMPRUNETA S.A;1673727-ENT;51,67;667501;201922;20117,62;0,1
2026-05-08;INCEPTIA SRL;13092380-PX8-ENT;78,7;604837;244985;23855,12;0,1
2026-05-08;DIRECTV ARGENTINA SOCIEDAD ANONIMA;1735295-ENT;87,72;505708;269130;25467,2;0,09
2026-05-08;BICENTEL, LLC;1979876-ENT;82,69;276378;104410;60488,83;0,58
2026-05-08;IDT CORPORATION DE ARGENTINA S.A.;1594593-ENT;39,39;229002;57109;7741,05;0,14
2026-05-08;KLEVA TECH;13100368-PX8-ENT;84,17;209544;104166;13209,72;0,13
2026-05-08;NSS S.A.;ACME-RETAIL-IN;79,94;194491;89103;89801,38;1,01
2026-05-08;TELEFONICA DE ARGENTINA S.A.;TASA-AMBA-SIP-ENT;90,94;192794;145742;572405,15;3,93
2026-05-08;EASY CALL SA;2134652-ENT;88,83;180764;90894;9466,25;0,1
2026-05-08;JULIO FRANCISCO ANTONIO AURELIO S.A.;13088842-ENT;70,26;178857;29103;10865,97;0,37
2026-05-08;ASISTENCIA LEGAL INTEGRAL SRL;2707742-Px8-ENT;80,79;155418;85830;12866,18;0,15
2026-05-08;BAPRO MEDIOS DE PAGO  S.A.;1831755-ENT;52,44;154314;28428;13933,13;0,49
2026-05-08;THE CHAPEAU SRL;13096781-PX8-ENT;85,22;149778;58823;11877,98;0,2
2026-05-08;TELECOM ARGENTINA S.A.;TECO-AMBA-SIP-ENT;86,23;138387;87310;369325,02;4,23
2026-05-08;ANA MAYA SA;1824217-PRE8-ENT;76,94;133730;39253;7026,33;0,18
2026-05-08;IDT CORPORATION DE ARGENTINA S.A.;1770870-ENT;24,48;125210;7375;3182,87;0,43
2026-05-08;BHN SEGUROS GENERALES S.A.;BHN-ENT;91,11;122727;63573;8796,48;0,14
2026-05-08;INFOBIP LATAM SA;13091711-PX8-ENT;86,09;114996;69167;26648,08;0,39
2026-05-08;MARTINEZ MAXIMILIANO ALBERTO;2098163-ENT;21,53;98383;2294;819,33;0,36
2026-05-08;LINEAS LIDELSU SRL;2208360-ENT;86,23;97867;35977;6066,05;0,17
2026-05-08;CETROGAR SA;2485421-ENT;74,37;91775;35123;6610,33;0,19
2026-05-08;SUIVANT SA;13093020-CC-ENT;53,65;88793;29269;2141,97;0,07
2026-05-08;MULTICONEX SA;1571183-ENT;45,62;87598;22456;5543,75;0,25
2026-05-08;GSA COLLECTIONS ARGENTINA SA;2354840-ENT;62,75;84811;35145;3887,22;0,11
2026-05-08;ATX;1610439-ENT;85,84;81236;41434;14883,4;0,36
2026-05-08;MO & PC COLLECTIONS ARGENTINA;2827126-Px8-ENT;90,2;79625;58196;20274,63;0,35
2026-05-08;MARCELO H. PENA SA;1793019-ENT;88,69;78048;50350;19128,05;0,38
2026-05-08;IDT CORPORATION DE ARGENTINA S.A.;1452611-ENT;27,17;74482;5874;3994,73;0,68
2026-05-08;PRO ACTION SERVICES S.A.;1878591-ENT;85,09;74162;44374;15225,2;0,34
2026-05-08;CALL UP SA;2800288-Px8-ENT;89,23;73017;44762;10649,2;0,24
2026-05-08;IPLAN INTERNATIONAL BUSINESS INC.;2098836-ENT;78,28;70752;17770;6627,87;0,37
2026-05-08;CAT TECHNOLOGIES ARGENTINA SOCIEDAD ANONIMA;1531261-ENT;46,42;69560;20897;2831,33;0,14
2026-05-08;AMX ARGENTINA S.A.;CLARO-SIP-LD-ENT;91,45;69118;48966;149591,57;3,06
2026-05-08;MARTINEZ MAXIMILIANO ALBERTO;1958741-ENT;14,78;68711;2586;1339,32;0,52
2026-05-08;V.I.S. MEDIA GROUP S.A.;2270874-ENT;98,72;63842;40401;4613,22;0,11
2026-05-08;GREEN CONSULT SRL;2265352-ENT;97,53;62326;20975;8649,72;0,41
2026-05-08;MERCADOLIBRE S.R.L.;MERCADOLIBRE-ENT;90,01;54425;31961;5398,27;0,17
2026-05-08;V.I.S. MEDIA GROUP S.A.;1784942-ENT;35,19;50377;3179;668,18;0,21
2026-05-08;TIWS ARGENTINA II S.A;2039340-ENT;92,96;48829;34583;103913,03;3
2026-05-08;NSS S.A.;CVI-RETAIL-IN;71,57;47540;24766;34131,68;1,38
2026-05-08;IPLAN INTERNATIONAL BUSINESS INC.;13093126-VIN-ENT;50,75;44278;4760;2778,95;0,58
2026-05-08;CONMEGA A.C.E.;13098440-PX8-ENT;90,66;42420;28965;8384,48;0,29
2026-05-08;CREDICUOTAS CONSUMO S.A.;13088519-ENT;86,24;40409;17728;10476,92;0,59
2026-05-08;COMPANIA FINANCIERA ARGENTINA S A;1730869-ENT;49,75;38281;10543;4726,55;0,45
2026-05-08;IGECH S.A.;1602887-ENT;45,39;36992;5181;329,32;0,06
2026-05-08;COMUNICACION Y OPINION;2812272-Px8-ENT;81,34;35325;19441;5762,53;0,3
2026-05-08;NSS S.A.;NOGEO-CVI-ENT;93,37;30888;27494;99190,73;3,61
2026-05-08;NSS S.A.;MEDIANT-TRAMA-ENT;58,52;28805;3937;2578,48;0,65
2026-05-08;GROW UP SERVICIOS INTEGRALES SA;670163-ENT;52,81;26132;2668;868,78;0,33
2026-05-08;ENTELEQ S.A.S.;2208308-ENT;60,11;25752;4529;1867,07;0,41
2026-05-08;MULTICONEX SA;786659-ENT;59,28;25543;3208;1425,08;0,44
2026-05-08;IPLAN INTERNATIONAL BUSINESS INC.;CPEAK-DID-Px8-ENT;86,86;23888;14271;12933,15;0,91
2026-05-08;RICARDO MULLER;652367-ENT;25,5;23871;1568;302,3;0,19
2026-05-08;VN COBRANZAS S.A.;2441702-Px8-ENT;92,38;23596;17617;6582,82;0,37
2026-05-08;SOLUCIONES REGIONALES DE INFORMATICA SA;492500-ENT;12,77;23147;579;405,58;0,7
2026-05-08;ON LINE ASSISTANCE SA;13094910-PX8-ENT;88,54;22504;16623;3362,67;0,2
2026-05-08;ESTUDIO PALMERO DE BELIZAN Y ASOC.;2858082-PX8-ENT;89,96;21646;12541;6644,22;0,53
2026-05-08;CAT TECHNOLOGIES ARGENTINA SOCIEDAD ANONIMA;1761735-24-ENT;68,89;21480;12051;1904,07;0,16
2026-05-08;CAT TECHNOLOGIES ARGENTINA SOCIEDAD ANONIMA;1503127-ENT;47,68;20366;1982;520,62;0,26
2026-05-08;IPLAN INTERNATIONAL BUSINESS INC.;1653615-ENT;25,8;19690;871;2799,82;3,21
2026-05-08;CALL AND CONTACT CENTER S.R.L.;13098208-PX8_ENT;84,44;18883;6438;1631,58;0,25
2026-05-08;TELECOM ARGENTINA S.A.;POI-CORDOBA-SIP-ENT;98,24;18646;15921;55537,48;3,49
2026-05-08;POLIARQUIA CONSULTORES S.A;2427992-Px8-ENT;97,59;17840;10539;2935,8;0,28
2026-05-08;V.I.S. MEDIA GROUP S.A.;1784943-ENT;61,42;17466;7745;1842,77;0,24
2026-05-08;MARCODINA SA;826199-ENT;91,89;17387;8143;1550,05;0,19
2026-05-08;COOPERATIVA DE VIVIENDA CREDITO Y CONSUMO CREDIKOT;13080500-ENT;80,32;16196;7857;3157,4;0,4
2026-05-08;ON LINE ASSISTANCE SA;13045865-PX8-ENT;88,03;15908;11247;1861,1;0,17
2026-05-08;IBR ARGENTINA S.A.;2336450-ENT;73,63;15555;6135;930,8;0,15
2026-05-08;BUDGET S.R.L.;852035-ENT;22,61;15424;898;243,88;0,27
2026-05-08;BUDGET S.R.L.;2033424-ENT;47,17;14971;4632;482,98;0,1
2026-05-08;IPLAN INTERNATIONAL BUSINESS INC.;13088160-BTS-ENT;71,53;14625;2861;2892,57;1,01
2026-05-08;TELECOM ARGENTINA S.A.;POI-ROSARIO-SIP-ENT;87,24;14189;11435;20752,92;1,81
2026-05-08;TELEPROM ARGENTINA S.A.;1702596-ENT;43,77;13249;1227;403,92;0,33
2026-05-08;IPLAN INTERNATIONAL BUSINESS INC.;1704597-ENT;5,59;13231;246;1162,47;4,73
2026-05-08;TELEPROM ARGENTINA S.A.;2068014-ENT;74,42;13192;5200;958,58;0,18
2026-05-08;POLIARQUIA CONSULTORES S.A;1415315-ENT;78,09;13126;2292;1212,22;0,53
2026-05-08;IPLAN INTERNATIONAL BUSINESS INC.;13097097-QXTEL-ENT;69,31;12864;2500;5854,4;2,34
2026-05-08;GESTION DE PRESTAMOS Y COBRANZAS S.A.;1645564-ENT;64,2;12374;2208;1339,2;0,61
2026-05-08;MARTINEZ MAXIMILIANO ALBERTO;1958744-ENT;1,38;10885;89;24,6;0,28
2026-05-08;LATINFON CONTACT CENTER S.R.L.;2549392-Px8-ENT;98,57;9819;7787;3406,55;0,44
2026-05-08;COLLINS SA;13096884-CC-ENT;62,07;9730;3804;449,05;0,12
2026-05-08;CAT TECHNOLOGIES ARGENTINA SOCIEDAD ANONIMA;1937513-ENT;88,72;9475;7186;1450,53;0,2
2026-05-08;IPLAN INTERNATIONAL BUSINESS INC.;DIDWW-DKUSA-ENT;91,52;9310;4352;3319,28;0,76
2026-05-08;MARISA CLAUDIA BERETTA;769991-ENT;57,96;8792;1205;616,6;0,51
2026-05-08;TELECENTRO S.A.;TELECENTRO-SIP-ENT;75,68;8216;3956;10333,87;2,61
2026-05-08;CEIBO CREDITOS S.A.;13091624-PX8-ENT;85,65;7092;3813;1323,07;0,35
2026-05-08;DIAL DATABASE MARKETING S.A;1636056-ENT;76,14;6921;2010;1411,48;0,7
2026-05-08;IPLAN INTERNATIONAL BUSINESS INC.;2466384-Px8_LM-ENT;72,1;6853;2297;1458,93;0,64
2026-05-08;IPLAN INTERNATIONAL BUSINESS INC.;2155169-TWILIO-ENT;93,5;6513;4892;2328,63;0,48
2026-05-08;PRO ACTION SERVICES S.A.;2262501-ENT;55,85;6509;1140;501,58;0,44
2026-05-08;TARJETA NARANJA SA;13094948-ENT;85,89;5674;4091;1856,67;0,45
2026-05-08;COMUNICACION Y OPINION;2587728-COMYOPI-ENT;38,87;5665;569;187,62;0,33
2026-05-08;IPLAN INTERNATIONAL BUSINESS INC.;2353150-LATINAT-ENT;44,53;5530;745;199,37;0,27
2026-05-08;ATX;ATX-ENT;48,97;5502;404;186,5;0,46
2026-05-08;CENTRO INTERACCION MULTIMEDIA SA;APEX-CLIENTES-ENT;66,95;5031;2771;2040,5;0,74
2026-05-08;C2 S.A.;2159194-ENT;91,66;4862;3175;1509,92;0,48
2026-05-08;DESOL S A;1513661-ENT;87,36;4289;2923;1201,87;0,41
2026-05-08;IBR ARGENTINA S.A.;1610921-ENT;50,93;3851;520;1804,3;3,47
2026-05-08;VN COBRANZAS S.A.;1727363-ENT;60,43;3428;640;281,45;0,44
2026-05-08;ENTELEQ S.A.S.;1802612-ENT;26,2;3376;153;106,63;0,7
2026-05-08;NEXT LATINOAMERICA SA;1726433-ENT;92,27;3277;2231;704,52;0,32
2026-05-08;CISTECH S.R.L.;2254224-ENT;94,4;3220;2125;1455,25;0,68
2026-05-08;ALAU TECNOLOGIA S.A.U;13091423-PX8-ENT;91,54;3166;1298;2102,38;1,62
2026-05-08;TELECOM ARGENTINA S.A.;POI-TUCUMAN-SIP-ENT;98,43;3087;2754;10929,02;3,97
2026-05-08;GRUPO P Y D S A;1700019-ENT;12,62;3026;54;214,75;3,98
2026-05-08;DIRECTV ARGENTINA SOCIEDAD ANONIMA;2121704-ENT;92,45;3007;2106;6961,08;3,31
2026-05-08;BELGACOM INTERNATIONAL CARRIER SERVICE S.A.;1453376-ENT;34,37;2814;221;607,73;2,75
2026-05-08;MARTINEZ MAXIMILIANO ALBERTO;1958743-ENT;40,98;2738;225;101,68;0,45
2026-05-08;IDT CORPORATION DE ARGENTINA S.A.;13091348-ENT;70,1;2647;354;515,85;1,46
2026-05-08;NSS S.A.;TRAMAS-E1-ENT;92,02;2510;1511;3834;2,54
2026-05-08;ORANGE BUSINESS SERVICES ARGENTINA SA;1874623-ENT;89,67;2371;1085;1652,32;1,52
2026-05-08;COACTIVA GROUP.;13097804-PX8-ENT;84,36;2136;960;611,58;0,64
2026-05-08;PRO ACTION SERVICES S.A.;1529913-ENT;53,34;2129;831;256,75;0,31
2026-05-08;IMPRUNETA S.A;1587493-ENT;4,54;2011;57;16,85;0,3
2026-05-08;PAKTAR S R L;2186921-ENT;14,49;1948;164;48,73;0,3
2026-05-08;LEVEL 3;LEVEL3-LD-ENT;96,74;1905;1634;5921,85;3,62
2026-05-08;CPS S.A. a borrar;484685-ENT;17,13;1640;99;146,5;1,48
2026-05-08;IPLAN INTERNATIONAL BUSINESS INC.;13088390-TGS_ENT;75,31;1612;366;957,83;2,62
2026-05-08;MO & PC COLLECTIONS ARGENTINA;2290322-ENT;93,8;1576;862;670,9;0,78
2026-05-08;CANELLADA EDUARDO MARCELO;747603-ENT;59,54;1433;181;126,28;0,7
2026-05-08;GESTION DE PRESTAMOS Y COBRANZAS S.A.;2182558-ENT;84,74;1406;1033;639,58;0,62
2026-05-08;AZCOM SRL;492508-ENT;92,97;1368;860;1564,42;1,82
2026-05-08;MU?OZ AGUIRRE & ASOCIADOS S.R.L.;13096882-ENT;79,58;1344;612;485,28;0,79
2026-05-08;VOICENTER S.A.;13096355-PX8-ENT;92,97;1275;714;463,6;0,65
2026-05-08;IS LATAM INTELLIGENT SOLUTIONS SA;2629848-Px8-ENT;69,19;1143;548;182,92;0,33
2026-05-08;CONSUMAS S.A;2791044-Px8-ENT;91,52;1136;907;178,05;0,2
2026-05-08;TELECOM ITALIA SPARKLE S.P.A.;653085-ENT;1,42;1127;15;72,87;4,86
2026-05-08;TELECOM ARGENTINA S.A.;POI-SANTAFE-SIP-ENT;81,08;1112;527;1246,22;2,36
2026-05-08;BERGAGNA CARLOS SEBASTIAN;13094894-PX8-ENT;51,12;1096;160;101,43;0,63
2026-05-08;SWISS MEDICAL S.A.;SWISS-PRE8-ENT;93,58;1003;408;1142,95;2,8
2026-05-08;IPLAN DIGITALK;DARWIN_DK-ENT;62,5;967;85;1,82;0,02
2026-05-08;CALL UP SA;2799788-Pcc-ENT;42,55;962;217;43,93;0,2
2026-05-08;BELGACOM INTERNATIONAL CARRIER SERVICE S.A.;2002322-ENT;76,02;896;317;319,72;1,01
2026-05-08;COOPERATIVA TELEFONICA, DE VIVIENDA Y OTROS SERVICIOS PUBLICOS DEL VISO LIMITADA;DELVISO-SIP-ENT;54,32;822;132;183,6;1,39
2026-05-08;SOLUCIONES DE CONTACTO SA;737629-ENT;70,76;814;363;395,37;1,09
2026-05-08;CANOA IMPACTO GLOBAL S.A.;2854164-PX8-ENT;92,18;812;436;412,72;0,95
2026-05-08;CONVERGIA INC.;396103-ENT;0;665;0;0;0
2026-05-08;GLOBALTECH TELECOMUNICACIONES;2035853-ENT;90,41;585;349;844,25;2,42
2026-05-08;TELECOM ARGENTINA S.A.;POI-SALTA-SIP-ENT;95,45;559;294;725,2;2,47
2026-05-08;OLUM SRL;1972310-ENT;91,65;544;384;249,93;0,65
2026-05-08;AGINET S.A.;492511-ENT;79,84;496;305;346,87;1,14
2026-05-08;CLIENTING GROUP S A;1932473-ENT;90,8;465;227;287,73;1,27
2026-05-08;NSS S.A.;Voipack-genesys-in;93,42;463;341;392,38;1,15
2026-05-08;TELECOM ARGENTINA S.A.;POI-PARANA-SIP-ENT;60,37;451;262;960,75;3,67
2026-05-08;TEVECOMPRAS 2001 SRL;2773828-ENT;88,59;450;334;668,03;2
2026-05-08;TOUCHED BPO;1933775-ENT;94,3;436;215;64,43;0,3
2026-05-08;I-FULL SRL;1877667-ENT;97;425;323;485,03;1,5
2026-05-08;TELECOM ARGENTINA S.A.;POI-CRRNTES-SIP-ENT;100;415;69;104,82;1,52
2026-05-08;IPLAN PRUEBAS WHOLESALE;RESTART-ENT;76,36;414;42;12,6;0,3
2026-05-08;TECNOLOGIA Y TELECOMUNICACIONES IP S.R.L;2114564-ENT;99,21;406;379;736,32;1,94
2026-05-08;PRO ACTION SERVICES S.A.;1452571-ENT;64,29;405;72;97,05;1,35
2026-05-08;PRAGA GGB S.R.L.;1797965-ENT;91,85;399;293;226,1;0,77
2026-05-08;TELECOM ARGENTINA S.A.;POI-GGUAYCHU-SIP-ENT;100;393;376;427,68;1,14
2026-05-08;TECNOLOGIA Y TELECOMUNICACIONES IP S.R.L;2496034-Px8-ENT;98,27;375;341;288,3;0,85
2026-05-08;ALLEVA CLAUDIO HECTOR;1505281-ENT;90,31;351;177;294,63;1,66
2026-05-08;TELESERVICIOS Y MARKETING SRL;751349-ENT;52,27;344;69;110,35;1,6
2026-05-08;IPLAN INTERNATIONAL BUSINESS INC.;13080885-IPBTEL-ENT;73,68;342;14;7,75;0,55
2026-05-08;CITYTECH SA;1893711-ENT;63,89;341;69;299,37;4,34
2026-05-08;GELLER ABOGADOS S.A.;1709925-ENT;58,67;339;88;8,27;0,09
2026-05-08;ORBITH S.A;1848095-ENT;91,19;333;207;254,38;1,23
2026-05-08;IPLAN INTERNATIONAL BUSINESS INC.;2258260-AVOXI-ENT;97,81;320;223;386,8;1,73
2026-05-08;GM TELECOM CORPORATION;620947-ENT;0;320;0;0;0
2026-05-08;TELECOM ARGENTINA S.A.;POI-RESTNCIA-SIP-ENT;100;310;65;248,45;3,82
2026-05-08;BHN SEGUROS GENERALES S.A.;2114298-ENT;94,03;303;63;114,05;1,81
2026-05-08;CISTECH S.R.L.;1806855-ENT;88,34;265;197;464,75;2,36
2026-05-08;INDICOM S.A.;2542186-Px8-ENT;91,24;247;198;210,2;1,06
2026-05-08;NUBICOM S.R.L.;1950424-ENT;94,08;230;143;151,35;1,06
2026-05-08;TRIMOTION S.R.L.;1531643-ENT;97,93;229;189;478,03;2,53
2026-05-08;2030 TELECOMUNICACIONES S.A.;375045-ENT;82,5;196;66;160,07;2,43
2026-05-08;MENTAWAI S.R.L.;666803-ENT;83,21;185;114;113,67;1
2026-05-08;DARCOM S.A.;1932372-ENT;95;178;133;345,28;2,6
2026-05-08;BM SOLUCIONES S.R.L;1807739-ENT;93,08;162;121;75,7;0,63
2026-05-08;T V FUEGO SOCIEDAD ANONIMA;433670-ENT;92,7;156;127;126,42;1
2026-05-08;FANDI?O MARIA VALERIA;1614519-ENT;51,52;126;17;9,25;0,54
2026-05-08;SIETE CAPAS;2817020-ENT;97,59;116;81;156,85;1,94
2026-05-08;SUIVANT SA;13092371-SUIVANT-ENT;97,18;115;69;20,03;0,29
2026-05-08;TELEPROM ARGENTINA S.A.;2025330-ENT;98,36;114;60;31,05;0,52
2026-05-08;R P B SOCIEDAD ANONIMA;13095588-ENT;95,83;112;92;18,13;0,2
2026-05-08;EXXONMOBIL BUSINESS SUPPORT CENTER ARGENTINA SRL;EXXON-ENT;92,55;108;87;288,1;3,31
2026-05-08;TELESERVICIOS Y MARKETING SRL;2541566-Px8-ENT;100;107;69;83,9;1,22
2026-05-08;INTERCALL SOLUCIONES S.R.L;2290440-ENT;84,75;94;50;12,28;0,25
2026-05-08;BUENOS AIRES CALL SA;2067132-ENT;67,12;93;49;111,22;2,27
2026-05-08;AZCOM SRL;1762321-ENT;94,74;90;54;88,52;1,64
2026-05-08;MUNICIPALIDAD DE LA CIUDAD DE CORDOBA;13088032-ENT;91,94;89;57;322,45;5,66
2026-05-08;IPLAN INTERNATIONAL BUSINESS INC.;2545022-DIDWW2-ENT;100;88;52;27,35;0,53
2026-05-08;SEGUROS BERNARDINO RIVADAVIA COOP LTDA;BERNA-PRE8-ENT;89,06;77;57;128,57;2,26
2026-05-08;DIRECT CONTACT SOLUTIONS SA;2733686-ENT;70,83;67;17;4,93;0,29
2026-05-08;RECAUDADORA S.A.;13092840-CC-ENT;47,22;66;17;2;0,12
2026-05-08;RECAUDADORA S.A.;2238922-ENT;21,88;61;7;0,97;0,14
2026-05-08;COMUNICACIONES MULTIMEDIA S.A;1561335-ENT;63,89;60;23;13;0,57
2026-05-08;TELEPROM ARGENTINA S.A.;1832757-ENT;96;57;24;5,78;0,24
2026-05-08;VOCALSAT ARGENTINA S.A.;1768091-ENT;100;54;51;32,07;0,63
2026-05-08;SOLUCIONES REGIONALES DE INFORMATICA SA;Soluciones-ENT;100;53;29;85,73;2,96
2026-05-08;P C C P S A;656395-ENT;92,31;52;36;94,68;2,63
2026-05-08;IFX NETWORKS SA;483821-ENT;100;52;45;9,6;0,21
2026-05-08;CITYTECH SA;1935463-ENT;90,63;49;29;38,53;1,33
2026-05-08;ALLIANZ ARGENTINA COMPA?IA DE SEGUROS SOCIEDAD ANO;13091364-ENT;90,32;40;28;123,57;4,41
2026-05-08;IPLAN INTERNATIONAL BUSINESS INC.;1593522-ENT;0;39;0;0;0
2026-05-08;FIBERMAX SA;1553295-ENT;100;38;31;33,85;1,09
2026-05-08;IPLAN INTERNATIONAL BUSINESS INC.;NEW-CALL-DKUSA-ENT;85,71;35;12;30,35;2,53
2026-05-08;GLOBAL PROCESSING SA;1636352-ENT;100;34;34;11,87;0,35
2026-05-08;STRATTON ARGENTINA S.A.;708115-ENT;100;33;22;18,48;0,84
2026-05-08;PRAXYS SOCIEDAD ANONIMA;13098864-ENT;100;33;20;122,47;6,12
2026-05-08;ETERNET S.R.L.;1419563-ENT;100;30;15;31,35;2,09
2026-05-08;CISTECH S.R.L.;1957252-ENT;88;28;22;73,03;3,32
2026-05-08;IP-TEL S.A.;396279-ENT;90;26;18;78,38;4,35
2026-05-08;COOPERATIVA DE ELECTRICIDAD, SERVICIOS Y OBRAS PUBLICAS DE SAN BERNARDO LTDA;393337-ENT;83,33;25;20;82,67;4,13
2026-05-08;TELETEL CHILE;413460-ENT;83,33;23;10;31,58;3,16
2026-05-08;CYBERWAVE S.A.;2504364-ENT;100;21;10;20,5;2,05
2026-05-08;MULTICONEX SA;13089438-ENT;100;21;11;11,32;1,03
2026-05-08;COOPERATIVA ELECTRICA Y SERV MARIANO MORENO LTDA;510481-ENT;60;20;12;34,57;2,88
2026-05-08;IPLAN INTERNATIONAL BUSINESS INC.;DIDLOGIC-ENT;68,75;19;11;51,98;4,73
2026-05-08;INCEPTIA SRL;13092380-ENT;100;19;18;61,58;3,42
2026-05-08;BT LATAM ARGENTINA S.A. a borrar;BTLATAM-SIP-ENT;70,59;17;12;28,43;2,37
2026-05-08;TARJETA NARANJA SA;13095142-PX8-ENT;14,29;17;2;0,25;0,13
2026-05-08;COMUNICACIONES MULTIMEDIA S.A;709319-ENT;100;16;16;22,25;1,39
2026-05-08;SERVICIO SATELITAL S.A.;SERVSAT-ENT;0;16;0;0;0
2026-05-08;COOPERATIVA ELECTRICA DE CHACABUCO LIMITADA;683465-ENT;100;16;6;25,33;4,22
2026-05-08;IPLAN DIGITALK;TATA_DARWIN-DK-ENT;72,73;14;8;38,35;4,79
2026-05-08;ESTUDIO RECUPERO SA;2120504-ENT;0;14;0;0;0
2026-05-08;TELEPROM ARGENTINA S.A.;2242668-ENT;88,89;13;8;1,73;0,22
2026-05-08;NEOTEL SRL;697593-ENT;100;13;11;44,63;4,06
2026-05-08;CENATTEL SA;1977892-ENT;100;13;12;31,43;2,62
2026-05-08;BAPRO MEDIOS DE PAGO  S.A.;1831755BAPRO-ENT;80;13;4;1,35;0,34
2026-05-08;TELECOM ARGENTINA S.A.;POI-RIO4TO-SIP-ENT;0;13;0;0;0
2026-05-08;STRATTON ARGENTINA S.A.;1926549-ENT;100;12;10;10,75;1,08
2026-05-08;VOCALSAT ARGENTINA S.A.;1768821-ENT;100;11;11;21,27;1,93
2026-05-08;MARKETING ONE ARGENTINA SA;1607559-ENT;88,89;11;8;35,43;4,43
2026-05-08;IPLAN INTERNATIONAL BUSINESS INC.;13097088_INTERMAX-EN;100;11;8;42,87;5,36
2026-05-08;IPLAN INTERNATIONAL BUSINESS INC.;BTS-2271224-ENT;100;11;6;1,77;0,29
2026-05-08;CONVERGIA INC.;1420753-ENT;22,22;9;2;0,33;0,17
2026-05-08;CITYTECH SA;1914053-PREFIX5-ENT;100;9;2;14,98;7,49
2026-05-08;SEGUROS BERNARDINO RIVADAVIA COOP LTDA;1926286-ENT;33,33;8;2;1,38;0,69
2026-05-08;MARTINEZ MAXIMILIANO ALBERTO;2339641-ENT;40;6;2;0,98;0,49
2026-05-08;TELESERVICIOS Y MARKETING SRL;1573593-ENT;100;5;4;1,87;0,47
2026-05-08;BUDGET S.R.L.;2033423-ENT;0;5;0;0;0
2026-05-08;TELECOM ARGENTINA S.A.;POI-SLORENZO-SIP-ENT;100;5;3;4,08;1,36
2026-05-08;TELCONET S A;492513-ENT;100;4;3;2,83;0,94
2026-05-08;IPLAN PRUEBAS WHOLESALE;408165-ENT;100;4;3;0,65;0,22
2026-05-08;CYTRIC SOLUTIONS ARGENTINA SRL;13100684-ENT;100;3;1;2,87;2,87
2026-05-08;24/7 COMMUNICATION, INC;452369-ENT;100;3;3;0,63;0,21
2026-05-08;ATENTO ARGENTINA S.A;1562239-ENT;100;3;1;3,15;3,15
2026-05-08;GESTIVA S.A;13097812-PX8-ENT;0;3;0;0;0
2026-05-08;TELECOM ARGENTINA S.A.;POI-SANPEDRO-SIP-ENT;0;3;0;0;0
2026-05-08;CONTACTO GARANTIDO SA;580464-ENT;100;2;2;5,95;2,98
2026-05-08;IPNEXT S.A.;2368458-ENT;0;2;0;0;0
2026-05-08;TELECOM ARGENTINA S.A.;POI-CAMPANA-SIP-ENT;100;2;2;3,57;1,78
2026-05-08;COOPERATIVA LIMITADA DE PROVISION DE SERVICIOS ELECTRICOS, OBRAS Y SERVICIOS PUBLICOS, ASISTENCIALES Y CREDITOS, VIVIENDA Y CONSUMO DE TRENQUE LAUQUEN;391001-ENT;100;2;2;6,97;3,48
2026-05-08;GLOBALTECH TELECOMUNICACIONES;2047698-ENT;0;2;0;0;0
