FECHA;CARRIER_ORIGEN;RUTA_ORIGEN;ASR_REAL;CALLS_TOTAL;CALLS_OK;MINUTOS;AVG_CALL
2026-05-28;LINEAS LIDELSU SRL;2208360-ENT;97,33;42666;24708;4377,72;0,18
2026-05-28;MERCADOLIBRE S.R.L.;MERCADOLIBRE-ENT;85,61;38138;24148;4257,53;0,18
2026-05-28;CAT TECHNOLOGIES ARGENTINA SOCIEDAD ANONIMA;1761735-24-ENT;71,22;37129;21745;1990,35;0,09
2026-05-28;CALL AND CONTACT CENTER S.R.L.;13098208-PX8_ENT;72,95;34814;12054;4464,1;0,37
2026-05-28;V.I.S. MEDIA GROUP S.A.;1784943-ENT;41,39;31682;9740;2367,42;0,24
2026-05-28;ALAU TECNOLOGIA S.A.U;13091423-PX8-ENT;82,57;31013;15648;2588,57;0,17
2026-05-28;LINEAS LIDELSU SRL;13101414-CC-ENT;14,58;29839;2695;613,2;0,23
2026-05-28;VN COBRANZAS S.A.;2441702-Px8-ENT;82,37;29512;19927;4851,57;0,24
2026-05-28;COMUNICACION Y OPINION;2812272-Px8-ENT;79,72;27397;15862;4905,32;0,31
2026-05-28;ESTUDIO PALMERO DE BELIZAN Y ASOC.;2858082-PX8-ENT;84,21;27053;15269;7461,12;0,49
2026-05-28;NSS S.A.;NOGEO-CVI-ENT;92,84;26744;23597;83948,32;3,56
2026-05-28;POLIARQUIA CONSULTORES S.A;2427992-Px8-ENT;92,97;26719;12676;3449,6;0,27
2026-05-28;NSS S.A.;MEDIANT-TRAMA-ENT;64,56;26141;4784;2956,88;0,62
2026-05-28;MULTICONEX SA;786659-ENT;45,64;24927;2757;1346,93;0,49
2026-05-28;IBR ARGENTINA S.A.;1610921-ENT;16,7;24507;870;289,48;0,33
2026-05-28;CAT TECHNOLOGIES ARGENTINA SOCIEDAD ANONIMA;1503127-ENT;41,82;23889;2694;692,95;0,26
2026-05-28;CONMEGA A.C.E.;13098440-PX8-ENT;89,82;23813;16773;1949,02;0,12
2026-05-28;JULIO FRANCISCO ANTONIO AURELIO S.A.;13088842-ENT;84,65;23682;14729;6389,5;0,43
2026-05-28;ENTELEQ S.A.S.;1802612-ENT;44,28;23336;1173;356,27;0,3
2026-05-28;IPLAN INTERNATIONAL BUSINESS INC.;CPEAK-DID-Px8-ENT;88,16;22723;14042;10582,72;0,75
2026-05-28;TELECOM ARGENTINA S.A.;POI-CORDOBA-SIP-ENT;98,41;20696;18141;67239,8;3,71
2026-05-28;GESTION DE PRESTAMOS Y COBRANZAS S.A.;1645564-ENT;53,42;18798;2953;1407,03;0,48
2026-05-28;POLIARQUIA CONSULTORES S.A;1415315-ENT;43,01;18670;1505;1047,42;0,7
2026-05-28;RICARDO MULLER;652367-ENT;28,34;18002;1494;257,32;0,17
2026-05-28;COOPERATIVA DE VIVIENDA CREDITO Y CONSUMO CREDIKOT;13080500-ENT;74,55;17863;8188;3758,3;0,46
2026-05-28;IPLAN INTERNATIONAL BUSINESS INC.;13101024-MAXINFO-ENT;75,56;17378;8026;2326,32;0,29
2026-05-28;BUDGET S.R.L.;852035-ENT;17,62;16787;929;235;0,25
2026-05-28;IDT CORPORATION DE ARGENTINA S.A.;13091348-ENT;70,28;16576;3788;3001,5;0,79
2026-05-28;ON LINE ASSISTANCE SA;13094910-PX8-ENT;91,17;16234;12237;2779,75;0,23
2026-05-28;IPLAN INTERNATIONAL BUSINESS INC.;13097097-QXTEL-ENT;42,03;15930;1767;3225,57;1,83
2026-05-28;IPLAN INTERNATIONAL BUSINESS INC.;1704597-ENT;1,12;15531;49;340,73;6,95
2026-05-28;TELECOM ARGENTINA S.A.;POI-ROSARIO-SIP-ENT;94,67;15398;13961;24323,85;1,74
2026-05-28;BUDGET S.R.L.;2033424-ENT;51,93;15087;5539;323,07;0,06
2026-05-28;MARCODINA SA;826199-ENT;81,92;14755;6213;1817,97;0,29
2026-05-28;IBR ARGENTINA S.A.;2336450-ENT;64,94;13574;5350;1032,2;0,19
2026-05-28;PRO ACTION SERVICES S.A.;1452571-ENT;55,91;13115;2508;412,83;0,16
2026-05-28;IPLAN INTERNATIONAL BUSINESS INC.;2353150-LATINAT-ENT;23,83;12353;1185;427,08;0,36
2026-05-28;SOLUCIONES REGIONALES DE INFORMATICA SA;492500-ENT;33,44;12296;919;851,73;0,93
2026-05-28;IPLAN INTERNATIONAL BUSINESS INC.;2155169-TWILIO-ENT;86,61;11703;8174;3664,18;0,45
2026-05-28;TELEPROM ARGENTINA S.A.;2068014-ENT;71,85;11206;6053;1702,37;0,28
2026-05-28;CAT TECHNOLOGIES ARGENTINA SOCIEDAD ANONIMA;1937513-ENT;84,33;11039;7903;1813,83;0,23
2026-05-28;CPS S.A. a borrar;484685-ENT;7,79;10970;338;266,17;0,79
2026-05-28;IPLAN INTERNATIONAL BUSINESS INC.;2466384-Px8_LM-ENT;57,08;10813;3673;1791,03;0,49
2026-05-28;COLLINS SA;13096884-CC-ENT;52,1;10454;3478;387,8;0,11
2026-05-28;PRO ACTION SERVICES S.A.;1529913-ENT;35,01;9754;2901;1379,52;0,48
2026-05-28;IPLAN INTERNATIONAL BUSINESS INC.;1653615-ENT;26,3;9634;997;3519,02;3,53
2026-05-28;COMUNICACIONES MULTIMEDIA S.A;1561335-ENT;35,54;9288;2277;860,08;0,38
2026-05-28;MARTINEZ MAXIMILIANO ALBERTO;1958744-ENT;17,21;9034;1474;231;0,16
2026-05-28;MARKETING ONE ARGENTINA SA;1607559-ENT;72;8923;2914;563,03;0,19
2026-05-28;ON LINE ASSISTANCE SA;13045865-PX8-ENT;76,46;8743;5515;1652,27;0,3
2026-05-28;C2 S.A.;2159194-ENT;83,43;8448;5216;1610,78;0,31
2026-05-28;ATX;ATX-ENT;43,84;8282;630;262,58;0,42
2026-05-28;TELECENTRO S.A.;TELECENTRO-SIP-ENT;62,86;7877;3348;8678,12;2,59
2026-05-28;COMUNICACION Y OPINION;2587728-COMYOPI-ENT;32,31;7857;550;138,63;0,25
2026-05-28;MARISA CLAUDIA BERETTA;769991-ENT;0,19;7803;2;0,52;0,26
2026-05-28;ENTELEQ S.A.S.;2208308-ENT;99,41;7267;3537;1544,63;0,44
2026-05-28;MARTINEZ MAXIMILIANO ALBERTO;1958743-ENT;45,72;7224;818;304,92;0,37
2026-05-28;CISTECH S.R.L.;2254224-ENT;94,76;6693;4651;2451,87;0,53
2026-05-28;IPLAN INTERNATIONAL BUSINESS INC.;13080885-IPBTEL-ENT;52,85;5241;260;215,53;0,83
2026-05-28;MU?OZ AGUIRRE & ASOCIADOS S.R.L.;13096882-ENT;55,65;4725;1088;788,75;0,72
2026-05-28;MO & PC COLLECTIONS ARGENTINA;2290322-ENT;78,82;4677;2251;1059,15;0,47
2026-05-28;TARJETA NARANJA SA;13094948-ENT;75,61;4592;3025;1126,43;0,37
2026-05-28;DIAL DATABASE MARKETING S.A;1636056-ENT;67,86;3833;1579;1302,4;0,82
2026-05-28;CENTRO INTERACCION MULTIMEDIA SA;APEX-CLIENTES-ENT;75,24;3550;2400;2169,57;0,9
2026-05-28;GRUPO P Y D S A;1700019-ENT;10,91;3314;78;333,27;4,27
2026-05-28;NSS S.A.;TRAMAS-E1-ENT;80,06;3231;1787;3989,23;2,23
2026-05-28;VN COBRANZAS S.A.;1727363-ENT;55,42;3107;537;197,27;0,37
2026-05-28;BELGACOM INTERNATIONAL CARRIER SERVICE S.A.;1453376-ENT;24,18;2942;178;805,78;4,53
2026-05-28;TELECOM ARGENTINA S.A.;POI-TUCUMAN-SIP-ENT;98,6;2855;2538;10208,23;4,02
2026-05-28;NEXT LATINOAMERICA SA;1726433-ENT;83,96;2732;1842;737,37;0,4
2026-05-28;ORANGE BUSINESS SERVICES ARGENTINA SA;1874623-ENT;83,98;2637;1274;1826,88;1,43
2026-05-28;VOICENTER S.A.;13096355-PX8-ENT;81,72;2370;1422;966,08;0,68
2026-05-28;CALL UP SA;2799788-Pcc-ENT;24,43;2190;319;62,8;0,2
2026-05-28;COACTIVA GROUP.;2094636-ENT;46,82;2186;582;235,4;0,4
2026-05-28;LEVEL 3;LEVEL3-LD-ENT;93,98;1833;1373;5260,47;3,83
2026-05-28;TOUCHED BPO;1933775-ENT;88,49;1740;523;132,53;0,25
2026-05-28;CANELLADA EDUARDO MARCELO;747603-ENT;47,84;1728;188;131,2;0,7
2026-05-28;AZCOM SRL;492508-ENT;83,2;1706;951;1716,73;1,81
2026-05-28;CITYTECH SA;1893711-ENT;78,58;1671;866;477,23;0,55
2026-05-28;SOLUCIONES DE CONTACTO SA;737629-ENT;64,8;1577;672;555,08;0,83
2026-05-28;GESTION DE PRESTAMOS Y COBRANZAS S.A.;2182558-ENT;79,33;1467;994;810,07;0,81
2026-05-28;PRO ACTION SERVICES S.A.;2262501-ENT;34,95;1280;173;55,68;0,32
2026-05-28;IPLAN DIGITALK;DARWIN_DK-ENT;43,86;1245;75;1,85;0,02
2026-05-28;CANOA IMPACTO GLOBAL S.A.;2854164-PX8-ENT;78,76;1166;519;394,45;0,76
2026-05-28;IPLAN INTERNATIONAL BUSINESS INC.;13088160-BTS-ENT;0;1097;0;0;0
2026-05-28;MULTICONEX SA;13089438-ENT;71,62;1077;578;407;0,7
2026-05-28;BELGACOM INTERNATIONAL CARRIER SERVICE S.A.;2002322-ENT;65,93;1058;298;270,87;0,91
2026-05-28;SUIVANT SA;13092371-SUIVANT-ENT;79,48;982;395;60,4;0,15
2026-05-28;IPLAN INTERNATIONAL BUSINESS INC.;13088390-TGS_ENT;54,59;981;113;304,72;2,7
2026-05-28;TECNO VOZ NOROESTE S.A.;13100051_Px8-ENT;98,39;972;915;3744,2;4,09
2026-05-28;IS LATAM INTELLIGENT SOLUTIONS SA;2629848-Px8-ENT;72,56;896;484;193,97;0,4
2026-05-28;CONSUMAS S.A;2791044-Px8-ENT;84,37;875;637;134,5;0,21
2026-05-28;DIRECTV ARGENTINA SOCIEDAD ANONIMA;2121704-ENT;86,56;867;438;509,38;1,16
2026-05-28;SWISS MEDICAL S.A.;SWISS-PRE8-ENT;92,73;852;612;1932,22;3,16
2026-05-28;GELLER ABOGADOS S.A.;1709925-ENT;20,11;842;143;30,08;0,21
2026-05-28;AGINET S.A.;492511-ENT;72,4;825;446;384,92;0,86
2026-05-28;CEIBO CREDITOS S.A.;13091624-PX8-ENT;76,72;802;257;422,53;1,64
2026-05-28;TECNOLOGIA Y TELECOMUNICACIONES IP S.R.L;2496034-Px8-ENT;80,58;800;448;337,55;0,75
2026-05-28;TELEPROM ARGENTINA S.A.;1832757-ENT;42,52;800;108;123,93;1,15
2026-05-28;TELECOM ARGENTINA S.A.;POI-SANTAFE-SIP-ENT;73,2;781;418;1072,47;2,57
2026-05-28;ALLEVA CLAUDIO HECTOR;1505281-ENT;76,47;774;416;582,7;1,4
2026-05-28;PAKTAR S R L;2186921-ENT;35,86;763;109;106,08;0,97
2026-05-28;TELECOM ARGENTINA S.A.;POI-PARANA-SIP-ENT;36,64;754;266;1175,65;4,42
2026-05-28;CLIENTING GROUP S A;1932473-ENT;76,56;731;294;404,22;1,37
2026-05-28;GLOBALTECH TELECOMUNICACIONES;2035853-ENT;85,47;676;353;416,32;1,18
2026-05-28;TELECOM ARGENTINA S.A.;POI-SALTA-SIP-ENT;95,05;605;346;914,05;2,64
2026-05-28;NSS S.A.;Voipack-genesys-in;88,54;603;425;614,57;1,45
2026-05-28;GM TELECOM CORPORATION;620947-ENT;0;568;0;0;0
2026-05-28;DESOL S A;1513661-ENT;87,62;501;276;721,5;2,61
2026-05-28;COOPERATIVA TELEFONICA, DE VIVIENDA Y OTROS SERVICIOS PUBLICOS DEL VISO LIMITADA;DELVISO-SIP-ENT;35,95;491;87;98,43;1,13
2026-05-28;OLUM SRL;1972310-ENT;88,54;484;340;233,38;0,69
2026-05-28;INDICOM S.A.;2542186-Px8-ENT;85,84;426;297;250,85;0,84
2026-05-28;TEVECOMPRAS 2001 SRL;2773828-ENT;84;425;294;382;1,3
2026-05-28;TELEPROM ARGENTINA S.A.;1702596-ENT;55,26;422;42;38,58;0,92
2026-05-28;MENTAWAI S.R.L.;666803-ENT;76,21;391;221;174,23;0,79
2026-05-28;IPLAN INTERNATIONAL BUSINESS INC.;2258260-AVOXI-ENT;96,56;390;281;482,35;1,72
2026-05-28;TECNOLOGIA Y TELECOMUNICACIONES IP S.R.L;2114564-ENT;90,65;368;320;748,85;2,34
2026-05-28;I-FULL SRL;1877667-ENT;95,09;364;271;654,8;2,42
2026-05-28;CISTECH S.R.L.;1806855-ENT;80,2;346;235;522,92;2,23
2026-05-28;BHN SEGUROS GENERALES S.A.;2114298-ENT;81,54;337;53;28,62;0,54
2026-05-28;TELECOM ARGENTINA S.A.;POI-RESTNCIA-SIP-ENT;97,44;312;76;310,42;4,08
2026-05-28;TRIMOTION S.R.L.;1531643-ENT;98,85;308;259;396,67;1,53
2026-05-28;PRAGA GGB S.R.L.;1797965-ENT;87,31;278;172;124,32;0,72
2026-05-28;DARCOM S.A.;1932372-ENT;92,86;265;169;282,73;1,67
2026-05-28;ORBITH S.A;1848095-ENT;87,34;256;138;177,67;1,29
2026-05-28;2030 TELECOMUNICACIONES S.A.;375045-ENT;86,6;254;84;187,22;2,23
2026-05-28;BM SOLUCIONES S.R.L;1807739-ENT;94,67;224;160;82,07;0,51
2026-05-28;TELECOM ARGENTINA S.A.;POI-GGUAYCHU-SIP-ENT;100;206;202;233,82;1,16
2026-05-28;TAG CONTINENTAL S.R.L.;592936-ENT;74,6;200;47;30,92;0,66
2026-05-28;IPLAN INTERNATIONAL BUSINESS INC.;DIDLOGIC-ENT;85,29;191;145;121,42;0,84
2026-05-28;TELECOM ARGENTINA S.A.;POI-CRRNTES-SIP-ENT;100;184;10;5,3;0,53
2026-05-28;FANDI?O MARIA VALERIA;1614519-ENT;31,15;176;19;7,82;0,41
2026-05-28;TELEPROM ARGENTINA S.A.;2025330-ENT;100;169;99;61,17;0,62
2026-05-28;NUBICOM S.R.L.;1950424-ENT;99,25;157;133;180,93;1,36
2026-05-28;EXXONMOBIL BUSINESS SUPPORT CENTER ARGENTINA SRL;EXXON-ENT;90;156;117;455,7;3,89
2026-05-28;SOLUCIONES REGIONALES DE INFORMATICA SA;Soluciones-ENT;84;153;105;142,63;1,36
2026-05-28;SIETE CAPAS;2817020-ENT;79,17;142;95;300,72;3,17
2026-05-28;MUNICIPALIDAD DE LA CIUDAD DE CORDOBA;13088032-ENT;92,79;140;103;199,25;1,93
2026-05-28;BUENOS AIRES CALL SA;2067132-ENT;60,82;129;59;122,23;2,07
2026-05-28;TELETEL CHILE;413460-ENT;14,29;123;2;8,42;4,21
2026-05-28;VOCALSAT ARGENTINA S.A.;1768091-ENT;97,09;117;100;65,58;0,66
2026-05-28;GENERAL COLLECT S.A.S.;13099816-PX8-ENT;68;109;68;18,23;0,27
2026-05-28;TELESERVICIOS Y MARKETING SRL;2541566-Px8-ENT;100;108;93;227,17;2,44
2026-05-28;TELESERVICIOS Y MARKETING SRL;751349-ENT;57,45;101;27;72,25;2,68
2026-05-28;AZCOM SRL;1762321-ENT;67,31;88;35;22,43;0,64
2026-05-28;T V FUEGO SOCIEDAD ANONIMA;433670-ENT;95,77;83;68;94,18;1,39
2026-05-28;IPLAN INTERNATIONAL BUSINESS INC.;2545022-DIDWW2-ENT;100;82;55;39,57;0,72
2026-05-28;GESTIVA S.A;13097812-PX8-ENT;79,59;66;39;28,9;0,74
2026-05-28;P C C P S A;656395-ENT;78,18;65;43;98,32;2,29
2026-05-28;MARTINEZ MAXIMILIANO ALBERTO;2339641-ENT;31,58;61;6;3,15;0,53
2026-05-28;IFX NETWORKS SA;483821-ENT;98,21;61;55;19,32;0,35
2026-05-28;SEGUROS BERNARDINO RIVADAVIA COOP LTDA;BERNA-PRE8-ENT;70,37;57;38;88,47;2,33
2026-05-28;BERGAGNA CARLOS SEBASTIAN;13094894-PX8-ENT;86,36;53;19;9,47;0,5
2026-05-28;IPLAN INTERNATIONAL BUSINESS INC.;13097088_INTERMAX-EN;82,05;51;32;70,2;2,19
2026-05-28;VOCALSAT ARGENTINA S.A.;1768821-ENT;87,5;48;42;89,9;2,14
2026-05-28;CISTECH S.R.L.;1957252-ENT;75;47;33;117,8;3,57
2026-05-28;ESTUDIO RECUPERO SA;2120504-ENT;2,38;46;1;0,32;0,32
2026-05-28;ALLIANZ ARGENTINA COMPA?IA DE SEGUROS SOCIEDAD ANO;13091364-ENT;84,62;39;33;130,15;3,94
2026-05-28;GLOBAL PROCESSING SA;1636352-ENT;100;34;34;12,05;0,35
2026-05-28;R P B SOCIEDAD ANONIMA;13095588-ENT;80,77;32;21;14,43;0,69
2026-05-28;CENATTEL SA;1977892-ENT;100;32;27;27,5;1,02
2026-05-28;CYBERWAVE S.A.;2504364-ENT;43,75;31;7;21,07;3,01
2026-05-28;CONVERGIA INC.;396103-ENT;3,7;29;1;5,02;5,02
2026-05-28;IPLAN INTERNATIONAL BUSINESS INC.;NEW-CALL-DKUSA-ENT;100;27;17;25,02;1,47
2026-05-28;INCEPTIA SRL;13092380-ENT;100;27;26;98,72;3,8
2026-05-28;TELEPROM ARGENTINA S.A.;2242668-ENT;100;25;11;1,93;0,18
2026-05-28;DIRECT CONTACT SOLUTIONS SA;2733686-ENT;25;22;1;0,42;0,42
2026-05-28;ETERNET S.R.L.;1419563-ENT;87,5;22;14;27;1,93
2026-05-28;COOPERATIVA ELECTRICA DE CHACABUCO LIMITADA;683465-ENT;81,82;21;9;11,3;1,26
2026-05-28;IP-TEL S.A.;396279-ENT;100;21;17;56,75;3,34
2026-05-28;NEOTEL SRL;697593-ENT;100;20;8;45,97;5,75
2026-05-28;FIBERMAX SA;1553295-ENT;83,33;19;10;18;1,8
2026-05-28;COOPERATIVA ELECTRICA Y SERV MARIANO MORENO LTDA;510481-ENT;33,33;18;6;20,47;3,41
2026-05-28;SEGUROS BERNARDINO RIVADAVIA COOP LTDA;1926286-ENT;6,67;15;1;12,35;12,35
2026-05-28;TELECOM ARGENTINA S.A.;POI-RIO4TO-SIP-ENT;0;15;0;0;0
2026-05-28;IPLAN INTERNATIONAL BUSINESS INC.;1593522-ENT;0;15;0;0;0
2026-05-28;CITYTECH SA;1935463-ENT;100;15;11;11,3;1,03
2026-05-28;TELESERVICIOS Y MARKETING SRL;1573593-ENT;50;14;5;1,98;0,4
2026-05-28;COOPERATIVA DE ELECTRICIDAD, SERVICIOS Y OBRAS PUBLICAS DE SAN BERNARDO LTDA;393337-ENT;53,85;13;7;9,85;1,41
2026-05-28;COMUNICACIONES MULTIMEDIA S.A;709319-ENT;100;12;11;11,8;1,07
2026-05-28;STRATTON ARGENTINA S.A.;1926549-ENT;91,67;12;11;25,42;2,31
2026-05-28;CITYTECH SA;1914053-PREFIX5-ENT;14,29;10;1;0,03;0,03
2026-05-28;TARJETA NARANJA SA;13095142-PX8-ENT;33,33;9;2;0,5;0,25
2026-05-28;TELECOM ARGENTINA S.A.;POI-ARGUELLO-SIP-ENT;100;7;7;11,12;1,59
2026-05-28;BT LATAM ARGENTINA S.A. a borrar;BTLATAM-SIP-ENT;100;7;6;14,5;2,42
2026-05-28;IPLAN DIGITALK;TATA_DARWIN-DK-ENT;100;7;5;9,33;1,87
2026-05-28;IPLAN INTERNATIONAL BUSINESS INC.;BTS-2271224-ENT;100;7;5;6,15;1,23
2026-05-28;TELECOM ARGENTINA S.A.;POI-SLORENZO-SIP-ENT;100;6;6;3,87;0,64
2026-05-28;TELECOM ITALIA SPARKLE S.P.A.;653085-ENT;0;5;0;0;0
2026-05-28;ATENTO ARGENTINA S.A;1562239-ENT;50;4;1;0,35;0,35
2026-05-28;SERVICIO SATELITAL S.A.;SERVSAT-ENT;33,33;4;1;9,22;9,22
2026-05-28;STRATTON ARGENTINA S.A.;708115-ENT;100;4;2;1,72;0,86
2026-05-28;IMPRUNETA S.A;1586407-ENT;0;4;0;0;0
2026-05-28;IPNEXT S.A.;2368458-ENT;0;3;0;0;0
2026-05-28;CONVERGIA INC.;1420753-ENT;0;3;0;0;0
2026-05-28;INTERCALL SOLUCIONES S.R.L;2290440-ENT;0;3;0;0;0
2026-05-28;GRUPO LK S.A;2151658-ENT;100;3;3;4,87;1,62
2026-05-28;CYTRIC SOLUTIONS ARGENTINA SRL;13100684-ENT;100;3;1;6,63;6,63
2026-05-28;OP COMUNICACIONES FLEXIBLES;13099063-PX8-ENT;100;2;2;1,28;0,64
2026-05-28;CALL AND CONTACT CENTER S.R.L.;1898462-ENT;100;2;2;0,4;0,2
2026-05-28;TELECOM ARGENTINA S.A.;POI-CAMPANA-SIP-ENT;100;2;1;1,27;1,27
2026-05-28;GRUPO SERVICIOS JUNIN S.A.;487085-ENT;100;2;1;8,78;8,78
2026-05-28;STRATTON NEA S.A.;1653146-ENT;100;1;1;0,07;0,07
2026-05-28;PREVI SRL;1773829-ENT;0;1;0;0;0
2026-05-28;TELECOM ARGENTINA S.A.;POI-ESCOBAR-SIP-ENT;0;1;0;0;0
2026-05-28;TELCONET S A;492513-ENT;100;1;1;3,18;3,18
2026-05-28;SION S.A.;2094116-ENT;100;1;1;6,37;6,37
2026-05-27;LINEIP S.R.L.;13097620-PX8-ENT;62,38;2393545;721163;94446,68;0,13
2026-05-27;INCEPTIA SRL;13092380-PX8-ENT;75,38;1029675;575566;68606,67;0,12
2026-05-27;IMPRUNETA S.A;1673727-ENT;46,48;526990;122786;20144,03;0,16
2026-05-27;BAPRO MEDIOS DE PAGO  S.A.;1831755-ENT;44,67;478401;102212;45242,75;0,44
2026-05-27;KLEVA TECH;13100368-PX8-ENT;77,77;342705;169189;22650,53;0,13
2026-05-27;BICENTEL, LLC;1979876-ENT;74,75;326735;115426;71193,1;0,62
2026-05-27;SUIVANT SA;13093020-CC-ENT;39,58;275863;72796;3813,15;0,05
2026-05-27;NSS S.A.;ACME-RETAIL-IN;76,44;226730;114276;94552,38;0,83
2026-05-27;CALL UP SA;2800288-Px8-ENT;69,66;223399;99902;15381,22;0,15
2026-05-27;MARTINEZ MAXIMILIANO ALBERTO;2098163-ENT;18,87;220259;7568;3248,35;0,43
2026-05-27;THE CHAPEAU SRL;13096781-PX8-ENT;62,23;207316;68768;11260,82;0,16
2026-05-27;ANA MAYA SA;1824217-PRE8-ENT;70,71;181518;55636;7688,48;0,14
2026-05-27;IDT CORPORATION DE ARGENTINA S.A.;1770870-ENT;21,23;180974;10668;3382,73;0,32
2026-05-27;TELEFONICA DE ARGENTINA S.A.;TASA-AMBA-SIP-ENT;89,73;173541;134747;542604,77;4,03
2026-05-27;ATX;1610439-ENT;81,65;172181;77152;22244,97;0,29
2026-05-27;IPLAN INTERNATIONAL BUSINESS INC.;2098836-ENT;72,2;165697;51889;14647,53;0,28
2026-05-27;IDT CORPORATION DE ARGENTINA S.A.;1594593-ENT;52,05;164166;49725;5024,35;0,1
2026-05-27;EASY CALL SA;2134652-ENT;77,18;163279;73872;16084,42;0,22
2026-05-27;BHN SEGUROS GENERALES S.A.;BHN-ENT;79,33;143612;64143;6776,12;0,11
2026-05-27;TELECOM ARGENTINA S.A.;TECO-AMBA-SIP-ENT;77,22;140434;87807;336742,2;3,84
2026-05-27;GSA COLLECTIONS ARGENTINA SA;2354840-ENT;51,2;137162;47929;5570,78;0,12
2026-05-27;MO & PC COLLECTIONS ARGENTINA;2827126-Px8-ENT;81,42;129054;83584;22109,4;0,26
2026-05-27;PRO ACTION SERVICES S.A.;1878591-ENT;76,93;128175;65239;18313,95;0,28
2026-05-27;RECAUDADORA S.A.;13092840-CC-ENT;46,65;125288;24553;6661,68;0,27
2026-05-27;MARCELO H. PENA SA;1793019-ENT;82,7;123547;71899;19703,85;0,27
2026-05-27;INQUESTA SRL EN FORMACION;13101225-PX8_ENT;70,87;113264;52044;15050,95;0,29
2026-05-27;ASISTENCIA LEGAL INTEGRAL SRL;2707742-Px8-ENT;74,7;113181;64615;12475,67;0,19
2026-05-27;CETROGAR SA;2485421-ENT;72,21;105994;39655;6091,2;0,15
2026-05-27;CONMEGA A.C.E.;13098440-PX8-ENT;84,21;97130;64642;9838,08;0,15
2026-05-27;RECAUDADORA S.A.;2238922-ENT;36,2;94388;16338;4101,52;0,25
2026-05-27;DIRECTV ARGENTINA SOCIEDAD ANONIMA;1735295-ENT;81,84;92508;57627;22432,48;0,39
2026-05-27;INFOBIP LATAM SA;13091711-PX8-ENT;78,98;84168;48475;18363,28;0,38
2026-05-27;MARTINEZ MAXIMILIANO ALBERTO;1958741-ENT;17,16;81321;3276;1363,27;0,42
2026-05-27;GROW UP SERVICIOS INTEGRALES SA;670163-ENT;24,17;76488;8131;2577,82;0,32
2026-05-27;IDT CORPORATION DE ARGENTINA S.A.;1452611-ENT;24,14;74248;5662;3773,78;0,67
2026-05-27;IPLAN INTERNATIONAL BUSINESS INC.;13093126-VIN-ENT;44,18;73148;7838;4255,67;0,54
2026-05-27;AMX ARGENTINA S.A.;CLARO-SIP-LD-ENT;87,23;67189;46545;154043,15;3,31
2026-05-27;CREDICUOTAS CONSUMO S.A.;13088519-ENT;78,39;60952;24223;13436,73;0,55
2026-05-27;V.I.S. MEDIA GROUP S.A.;2270874-ENT;98,83;57775;37545;5343,53;0,14
2026-05-27;TIWS ARGENTINA II S.A;2039340-ENT;83,32;56392;35537;112409,95;3,16
2026-05-27;NSS S.A.;CVI-RETAIL-IN;62,07;52935;24358;36039,72;1,48
2026-05-27;V.I.S. MEDIA GROUP S.A.;1784942-ENT;40,03;51241;4694;1129,37;0,24
2026-05-27;IGECH S.A.;1602887-ENT;45,03;50888;7426;406,37;0,05
2026-05-27;LINEAS LIDELSU SRL;2208360-ENT;97,09;49631;24430;5119,37;0,21
2026-05-27;CAT TECHNOLOGIES ARGENTINA SOCIEDAD ANONIMA;1531261-ENT;55,63;49498;16621;2475,73;0,15
2026-05-27;MERCADOLIBRE S.R.L.;MERCADOLIBRE-ENT;85,14;46849;29531;5224,18;0,18
2026-05-27;PRO ACTION SERVICES S.A.;1452571-ENT;73,01;45450;17097;4190,58;0,25
2026-05-27;MULTICONEX SA;1571183-ENT;49,22;44445;12076;3937,97;0,33
2026-05-27;CAT TECHNOLOGIES ARGENTINA SOCIEDAD ANONIMA;1761735-24-ENT;68,5;39651;22554;2202,42;0,1
2026-05-27;LATINFON CONTACT CENTER S.R.L.;2549392-Px8-ENT;99,02;37827;23733;3514,88;0,15
2026-05-27;IPLAN INTERNATIONAL BUSINESS INC.;DIDWW-DKUSA-ENT;74,08;36239;14138;5692,37;0,4
2026-05-27;IPLAN INTERNATIONAL BUSINESS INC.;13097097-QXTEL-ENT;43,88;33299;3929;5242,77;1,33
2026-05-27;NSS S.A.;MEDIANT-TRAMA-ENT;61,88;32922;6884;4440,4;0,65
2026-05-27;VN COBRANZAS S.A.;2441702-Px8-ENT;81,05;30906;20528;5393,9;0,26
2026-05-27;COMPANIA FINANCIERA ARGENTINA S A;1730869-ENT;46,29;30694;8236;3781,72;0,46
2026-05-27;ALAU TECNOLOGIA S.A.U;13091423-PX8-ENT;77,13;30483;14705;2700,87;0,18
2026-05-27;NSS S.A.;NOGEO-CVI-ENT;92,79;28382;24993;91068,85;3,64
2026-05-27;V.I.S. MEDIA GROUP S.A.;1784943-ENT;56,81;28359;9694;2014,75;0,21
2026-05-27;GESTION DE PRESTAMOS Y COBRANZAS S.A.;1645564-ENT;52,27;27362;4427;2258,82;0,51
2026-05-27;CALL AND CONTACT CENTER S.R.L.;13098208-PX8_ENT;66,66;26320;7881;2082,53;0,26
2026-05-27;CAT TECHNOLOGIES ARGENTINA SOCIEDAD ANONIMA;1503127-ENT;37,3;26177;2664;856,52;0,32
2026-05-27;COMUNICACION Y OPINION;2812272-Px8-ENT;79,46;25922;14908;4613,9;0,31
