FECHA;CARRIER_DESTINO;RUTA_DESTINO;ASR_REAL;CALLS_TOTAL;CALLS_OK;MINUTOS;AVG_CALL
2026-06-08;BM SOLUCIONES S.R.L;BMSOLUCIONES-DID-SAL;100;147;120;258,8;2,16
2026-06-08;IPLAN INTERNATIONAL BUSINESS INC.;IPCOM-800-SAL;100;136;136;1320,4;9,71
2026-06-08;IPLAN INTERNATIONAL BUSINESS INC.;13097088_INTERMAX-SA;100;135;133;358,7;2,7
2026-06-08;NSS S.A.;1420709-SANEMETE-SAL;100;131;131;295,48;2,26
2026-06-08;RODOLFO CASSINI S.A.;13087785-SAL;99,21;126;125;501,65;4,01
2026-06-08;NSS S.A.;106297-SCIS-SAL;100;126;107;407,05;3,8
2026-06-08;VN COBRANZAS S.A.;VNCOBRANZAS-DID-SAL;100;124;124;640,1;5,16
2026-06-08;ESTUDIO HFA Y ASOCIADOS SC;1681631-SAL;100;123;123;568,9;4,63
2026-06-08;IKE ASISTENCIA ARGENTINA S.A;2241806-IKE-SAL;100;122;35;435,12;12,43
2026-06-08;NSS S.A.;426197-ATENCION-SAL;100;122;121;157,88;1,3
2026-06-08;GRUPO P Y D S A;PYD-DID-SAL;95;121;114;360,18;3,16
2026-06-08;SOLUCIONES REGIONALES DE INFORMATICA SA;SOL-DID-SAL;94,87;119;111;328,73;2,96
2026-06-08;NUBICOM S.R.L.;1950424-SAL;100;118;118;526,85;4,46
2026-06-08;CANELLADA EDUARDO MARCELO;747603-SAL;100;118;118;206,43;1,75
2026-06-08;NSS S.A.;1713546-CENTRO-O-SAL;100;116;1;0,1;0,1
2026-06-08;STRATTON ARGENTINA S.A.;1926549-GENESYS-SAL;100;114;114;687,27;6,03
2026-06-08;IPLAN INTERNATIONAL BUSINESS INC.;DIDWW-800-DK-SAL;14,29;111;14;35,23;2,52
2026-06-08;MARTINEZ MAXIMILIANO ALBERTO;MARTINEZ-DID-SAL;16,22;111;18;18,2;1,01
2026-06-08;RICARDO MULLER;652367-SAL;100;108;108;348,65;3,23
2026-06-08;RECUPERO INTEGRAL SRL;1488907-SAL;100;104;104;322,72;3,1
2026-06-08;NSS S.A.;426193-ATENCION-SAL;100;100;99;89,17;0,9
2026-06-08;INDICOM S.A.;INDICOM-DID-SAL;100;99;89;276,85;3,11
2026-06-08;NSS S.A.;1551231-JESUITAS-SAL;0;98;0;0;0
2026-06-08;ENPRO SRL;ENPRO-DID-SAL;100;97;95;355,25;3,74
2026-06-08;QXTEL LIMITED;1441680-SAL;2,7;94;1;0;0
2026-06-08;CEIBO CREDITOS S.A.;CEIBO-SAL;0;94;0;0;0
2026-06-08;ETERNET S.R.L.;1415993-SAL;65,06;94;54;69,82;1,29
2026-06-08;LOJDA GUILLERMO DARIO;486731-SAL;80,82;93;59;519,82;8,81
2026-06-08;SOLUCIONES DE CONTACTO SA;737629Wise-SAL;100;91;91;272,97;3
2026-06-08;NEXT LATINOAMERICA SA;1726433-SAL;0;89;0;0;0
2026-06-08;NSS S.A.;2025115-SWISS-SAL;100;85;84;197,07;2,35
2026-06-08;NSS S.A.;1562339-CRUZROJA-SAL;0;80;0;0;0
2026-06-08;DIRECT CONTACT SOLUTIONS SA;2733686-SAL;100;77;77;213,7;2,78
2026-06-08;DARCOM S.A.;318373-SAL;66,22;75;49;153,58;3,13
2026-06-08;NSS S.A.;125494-OSPE-SAL;100;74;70;263,25;3,76
2026-06-08;CLIENTING GROUP S A;CLIENTING-DID-SAL;100;72;72;286,45;3,98
2026-06-08;NSS S.A.;23165-AMERICA-SAL;100;70;64;119,12;1,86
2026-06-08;NSS S.A.;1608647-COLOPLAS-SAL;100;68;67;364,5;5,44
2026-06-08;EXXONMOBIL BUSINESS SUPPORT CENTER ARGENTINA SRL;13092369-SAL;100;67;29;34,75;1,2
2026-06-08;PAKTAR S R L;PAKTAR-DID-SAL;100;65;65;333,23;5,13
2026-06-08;NSS S.A.;205989-LIDERAR-SAL;100;64;62;192,12;3,1
2026-06-08;TASKPHONE ARGENTINA SA;TASKPHONE-DID-SAL;0;64;0;0;0
2026-06-08;FANDI?O MARIA VALERIA;FANDINO-MARI-SAL;100;64;64;118,23;1,85
2026-06-08;CLUB ATLETICO RIVER PLATE ASOCIACION CIVIL;13096388-SAL;100;64;63;175,4;2,78
2026-06-08;NSS S.A.;203333-NATAL-SAL;100;62;45;96,52;2,14
2026-06-08;SIETE CAPAS;2817020-SAL;100;62;62;296,02;4,77
2026-06-08;NSS S.A.;1937106-BANCREDI-SAL;50;62;1;0,07;0,07
2026-06-08;SERVICIO SATELITAL S.A.;SERVSAT-SAL;94,92;61;56;209,27;3,74
2026-06-08;NSS S.A.;38882-YMKSA-SAL;100;59;31;53,48;1,73
2026-06-08;OP COMUNICACIONES FLEXIBLES;13099063-PX8-SAL;0;58;0;0;0
2026-06-08;ALAU TECNOLOGIA S.A.U;ALAU-SAL;0;58;0;0;0
2026-06-08;C2 S.A.;C2-DID-SAL;100;57;55;5,92;0,11
2026-06-08;NSS S.A.;122529-INSTSAL-SAL;100;56;48;94,98;1,98
2026-06-08;ORBITH S.A;TELEP-ORBITH-SAL;100;56;55;426,13;7,75
2026-06-08;NSS S.A.;69626-ARGENTUR-SAL;100;54;42;112;2,67
2026-06-08;IPNEXT S.A.;2368458-SAL;100;54;54;54,5;1,01
2026-06-08;MAGALAJO S.A.;MAGALAJO-DID-SAL;0;53;0;0;0
2026-06-08;TARJETA NARANJA SA;13094948-SAL;0;53;0;0;0
2026-06-08;BFB SOLUCIONES S.A.;BFB-1750497-SAL;100;53;53;244,75;4,62
2026-06-08;NSS S.A.;1937107-BANCREDI-SAL;100;52;7;20,35;2,91
2026-06-08;MUSURIT SA;389337-DID;89,58;51;43;152,3;3,54
2026-06-08;NSS S.A.;278663-BALANZ-SAL;100;50;45;44,28;0,98
2026-06-08;NSS S.A.;1576379-CRIBA-SAL;100;49;45;76,73;1,71
2026-06-08;NSS S.A.;33393-FUNDUNIPAL-SAL;85,71;49;42;18,15;0,43
2026-06-08;NSS S.A.;365586-IGLESIA-SAL;100;47;43;84,87;1,97
2026-06-08;NSS S.A.;104597-OSDOCENTE-SAL;100;47;38;116,93;3,08
2026-06-08;PERSONAL COLLECT S.A;PERSONAL-DID-SAL;95,56;45;43;204,78;4,76
2026-06-08;NSS S.A.;266245-GRUPO8-SAL;100;45;37;149,15;4,03
2026-06-08;NSS S.A.;1411852-ASOCIAC-SAL;100;45;44;134,37;3,05
2026-06-08;MARKETING ONE ARGENTINA SA;MARKETING-DID-SAL;100;44;35;236,22;6,75
2026-06-08;COMUNICACION MULTIMEDIA SA;13088774-SAL;100;44;44;253,38;5,76
2026-06-08;TELEDIFUSORA S.A.;TELEDIFUSORA-SAL;12,5;43;2;0,3;0,15
2026-06-08;NSS S.A.;1583959-CAECE-SAL;100;42;39;93,58;2,4
2026-06-08;ESTUDIO MARTINEZ DE ALZAGA;ALZAGA-DID-SAL;50;42;2;0,05;0,03
2026-06-08;NSS S.A.;38880-YMKSA-SAL;100;42;23;51,6;2,24
2026-06-08;CITYTECH SA;1935463-SAL;100;42;42;264,12;6,29
2026-06-08;MARCELO H. PENA SA;733901-SAL;0;41;0;0;0
2026-06-08;NSS S.A.;766253-SINDICATO-SAL;100;40;39;138,1;3,54
2026-06-08;IDT CORPORATION DE ARGENTINA S.A.;13091348-SAL;27,5;40;11;34,7;3,15
2026-06-08;NSS S.A.;665825-DG-UNIDAD-SAL;100;40;40;182,25;4,56
2026-06-08;NSS S.A.;148049-NAVA-SAL;100;38;38;40,75;1,07
2026-06-08;NSS S.A.;694029-MIDDLE-SAL;100;38;36;121,47;3,37
2026-06-08;CONSUMAS S.A;2791044-SAL;0;38;0;0;0
2026-06-08;TRIMOTION S.R.L.;664647-SAL;100;35;35;25,17;0,72
2026-06-08;PREVI SRL;1773829-SAL;100;35;34;42,23;1,24
2026-06-08;BROADBANDTECH S.A.;BBT-LO-SAL;0;34;0;0;0
2026-06-08;COMUNICACION Y OPINION;2812272-COMYOP-SAL;0;32;0;0;0
2026-06-08;NSS S.A.;234089-TRANSPUNI-SAL;100;32;31;56,12;1,81
2026-06-08;MO & PC COLLECTIONS ARGENTINA;2827126-DID-SAL;0;32;0;0;0
2026-06-08;NSS S.A.;1874211-G.M.S.-SAL;100;31;29;127,08;4,38
2026-06-08;IPBTEL LLC;IPBTEL-DID-SAL;100;31;11;30,68;2,79
2026-06-08;ANA MAYA SA;ANAMAYA-DID-SAL;0;31;0;0;0
2026-06-08;NSS S.A.;184145-ELSURCO-SAL;100;29;21;40,43;1,93
2026-06-08;NSS S.A.;365724-IGLESIA-SAL;100;28;27;102,58;3,8
2026-06-08;TEVECOMPRAS 2001 SRL;2773828-SAL;100;28;28;53,63;1,92
2026-06-08;NSS S.A.;1137-INSTITUTO-SAL;100;28;24;36,12;1,5
2026-06-08;MU?OZ AGUIRRE & ASOCIADOS S.R.L.;13096882-SAL;100;28;28;69,03;2,47
2026-06-08;SMARTBIZ TELECOM LLC;SMARTBIZ-DID-SAL;0;27;0;0;0
2026-06-08;NSS S.A.;643017-DEFENSOR-SAL;90,91;27;10;47,67;4,77
2026-06-08;TELETEL S. A.;490030-SAL;89,47;26;17;32,97;1,94
2026-06-08;NSS S.A.;750372-ACES-SAL;100;25;23;6,35;0,28
2026-06-08;CANOA IMPACTO GLOBAL S.A.;2854164-PX8-SAL;0;24;0;0;0
2026-06-08;NSS S.A.;407121-EAN-SAL;100;24;19;34,23;1,8
2026-06-08;AGINET S.A.;394891-SAL;90,48;22;19;26,58;1,4
2026-06-08;NUETEL;NUETEL-DID-SAL;9,52;21;2;2,23;1,12
2026-06-08;GESTION LEGAL S.A.;GESTIONLEGAL-DID;0;21;0;0;0
2026-06-08;GEORED S.A.;484145-SAL;100;21;21;47,67;2,27
2026-06-08;NSS S.A.;2084530-SWISS-ME-SAL;68,42;21;13;17,98;1,38
2026-06-08;ORANGE BUSINESS SERVICES ARGENTINA SA;ORANGE-DID-SAL;100;21;9;3,3;0,37
2026-06-08;NSS S.A.;126434-KUARZO-SAL;100;20;15;2,82;0,19
2026-06-08;NSS S.A.;92506-LELOIR-SAL;100;20;20;12,97;0,65
2026-06-08;NSS S.A.;461583-CREDICOOP-SAL;70;19;7;33,72;4,82
2026-06-08;BELGACOM INTERNATIONAL CARRIER SERVICE S.A.;2002322-SAL;100;19;14;21,22;1,52
2026-06-08;NSS S.A.;771388-C2SA-SAL;100;19;19;0,32;0,02
2026-06-08;ESTUDIO RECUPERO SA;ESTUDIORECUPERO-SAL;100;19;19;127,07;6,69
2026-06-08;NSS S.A.;85191-BANCOCREDI-SAL;100;18;14;30,05;2,15
2026-06-08;DIAL DATABASE MARKETING S.A;1636056-SAL;100;18;18;9,28;0,52
2026-06-08;IPLAN INTERNATIONAL BUSINESS INC.;13093126-VIN-SAL;0;18;0;0;0
2026-06-08;MULTICONEX SA;1404745-SAL;0;17;0;0;0
2026-06-08;NSS S.A.;348001-FIDEICOM-SAL;100;17;17;23,95;1,41
2026-06-08;CYBERWAVE S.A.;CYBERW-SAL;100;17;8;15,9;1,99
2026-06-08;BCN CYS SRL;BCN-DID-SAL;100;17;17;11,32;0,67
2026-06-08;NSS S.A.;88293-SANTAMAR-SAL;100;17;17;3,83;0,23
2026-06-08;ATX;ATX-IVR-SAL-750890;0;17;0;0;0
2026-06-08;TELESERVICIOS Y MARKETING SRL;2541566-SAL;0;16;0;0;0
2026-06-08;AGINET S.A.;657321-SAL;86,67;16;13;25,32;1,95
2026-06-08;TELECOM ITALIA SPARKLE S.P.A.;653085-SAL;81,82;16;9;4,28;0,48
2026-06-08;VOISSNET SA;583129-SAL;6,25;16;1;11,63;11,63
2026-06-08;NSS S.A.;228694-CASINO-SAL;100;15;15;33,58;2,24
2026-06-08;NSS S.A.;126627-CANGALLO-SAL;100;15;15;41,65;2,78
2026-06-08;PROSPECTIVAS SA;13088557-SAL;0;15;0;0;0
2026-06-08;NSS S.A.;189795-AXOFT-SAL;60;15;6;29,57;4,93
2026-06-08;NSS S.A.;482071-INTERLOG-SAL;100;15;15;31,85;2,12
2026-06-08;ANALOGIAS SRL;13091636-PX8-SAL;0;14;0;0;0
2026-06-08;GEORED S.A.;215755-SAL;100;14;14;59,15;4,23
2026-06-08;OP COMUNICACIONES FLEXIBLES;13089526-SAL;100;14;12;6,12;0,51
2026-06-08;NSS S.A.;126666-JAB-SAL;100;14;14;47,47;3,39
2026-06-08;NSS S.A.;65796-CIMA-SAL;92,86;14;13;27,1;2,08
2026-06-08;NSS S.A.;104049-FISHER-SAL;100;13;11;3,55;0,32
2026-06-08;NSS S.A.;185055-TENIS-SAL;100;13;1;2,25;2,25
2026-06-08;NEOTEL SRL;673033-SAL;100;13;13;206,37;15,87
2026-06-08;ATX;ATX-IVR-SAL-750891;0;12;0;0;0
2026-06-08;NSS S.A.;78953-ESTUDIO-SAL;0;12;0;0;0
2026-06-08;NSS S.A.;245717-YMKSA-SAL;100;12;5;7,93;1,59
2026-06-08;NSS S.A.;230796-LG-ELECTR-SAL;0;12;0;0;0
2026-06-08;NSS S.A.;460137-SOCIEDAD-SAL;100;12;10;17,17;1,72
2026-06-08;IPLAN INTERNATIONAL BUSINESS INC.;VONAGE-DID-SAL;0;12;0;0;0
2026-06-08;NSS S.A.;665583-GALITIS-SAL;0;12;0;0;0
2026-06-08;NSS S.A.;1623241-MIG-SAL;100;12;11;3,67;0,33
2026-06-08;NSS S.A.;15970-AXOFT-SAL;83,33;12;10;26,72;2,67
2026-06-08;BUDGET S.R.L.;BUDGET-DID-SAL;33,33;11;2;5,03;2,52
2026-06-08;TELCONET S A;403097-SAL;81,82;11;9;8,78;0,98
2026-06-08;ALLIANZ ARGENTINA COMPA?IA DE SEGUROS SOCIEDAD ANO;13091364-SAL;100;11;11;83;7,55
2026-06-08;NSS S.A.;71453-COHEN-SAL;100;11;6;13,98;2,33
2026-06-08;NSS S.A.;148917-EMBITALIA-SAL;100;11;11;45,47;4,13
2026-06-08;IFX NETWORKS SA;433015-SAL;80;10;8;33,3;4,16
2026-06-08;FRAIND HERNAN JAVIER;599837-SAL;0;10;0;0;0
2026-06-08;NSS S.A.;35289-ANCAL-SAL;100;10;10;12,82;1,28
2026-06-08;NSS S.A.;SHELL-1654014-SAL;100;10;2;5,72;2,86
2026-06-08;MULTICONEX SA;13089438-SAL;100;10;3;0,78;0,26
2026-06-08;IPLAN INTERNATIONAL BUSINESS INC.;DIDLOGIC-SAL;0;10;0;0;0
2026-06-08;NSS S.A.;1538797-ASOC-ALD-SAL;100;10;10;8,43;0,84
2026-06-08;NSS S.A.;272934-FIDEISALU-SAL;100;9;7;28,35;4,05
2026-06-08;CALL UP SA;2800288-Px8-SAL;100;9;9;0,97;0,11
2026-06-08;NSS S.A.;302689-BRASKEM-SAL;100;9;2;0,15;0,08
2026-06-08;MICROVOZ S.A;1549801-SAL;100;9;9;17,65;1,96
2026-06-08;NSS S.A.;233918-VIABAIX-SAL;100;9;9;38,27;4,25
2026-06-08;NSS S.A.;320877-ZARVAR-SAL;100;9;6;16,37;2,73
2026-06-08;FLX SRL;1887143-SAL;0;9;0;0;0
2026-06-08;NSS S.A.;189453-CYNSA-SAL;62,5;9;5;14,97;2,99
2026-06-08;NSS S.A.;113047-RICHARDS-SAL;100;9;9;15,32;1,7
2026-06-08;GRUPO LK S.A;GRUPOLK-DID-SAL;100;8;8;28,25;3,53
2026-06-08;NSS S.A.;606033-MARCELOT-SAL;0;8;0;0;0
2026-06-08;NSS S.A.;286370-PETROLEO-SAL;100;8;5;52,85;10,57
2026-06-08;NSS S.A.;245969-MERZCARGO-SAL;0;8;0;0;0
2026-06-08;BICENTEL, LLC;BICENTEL-800-SAL;28,57;7;2;32,45;16,23
2026-06-08;PRAGA GGB S.R.L.;PRAGA-DID-SAL;0;7;0;0;0
2026-06-08;NSS S.A.;1832050-ADM-METR-SAL;100;7;6;17,72;2,95
2026-06-08;NSS S.A.;151399-NAVICON-SAL;100;7;3;10,37;3,46
2026-06-08;FRAIND HERNAN JAVIER;417080-SAL;0;7;0;0;0
2026-06-08;P C C P S A;PCCP-DID;100;7;6;0,85;0,14
2026-06-08;FRAIND HERNAN JAVIER;590419-SAL;100;7;7;2,87;0,41
2026-06-08;SOLVENTA SAS;SOLVENTA-DID-SAL;0;7;0;0;0
2026-06-08;DIDXL SP Z.O.O.;1760121-SAL;100;7;2;15,42;7,71
2026-06-08;NSS S.A.;23168-AMERICA-SAL;100;7;3;3,75;1,25
2026-06-08;Latinatel;392929-SAL;0;6;0;0;0
2026-06-08;NSS S.A.;216500-TITO-CAD-SAL;100;6;6;7,47;1,24
2026-06-08;NSS S.A.;1449350-LAZARTE-SAL;0;6;0;0;0
2026-06-08;NSS S.A.;117338-FITCH-SAL;100;6;6;3,85;0,64
2026-06-08;ITION SRL;639013-SAL;100;6;6;18,58;3,1
2026-06-08;NSS S.A.;503439-ZURICH-SAL;25;6;1;1,52;1,52
2026-06-08;NSS S.A.;5D+-1789029-SAL;0;6;0;0;0
2026-06-08;NSS S.A.;665593-AMIGAL-SAL;100;5;1;0,13;0,13
2026-06-08;NSS S.A.;72917-CAMARA-SAL;100;5;5;1,45;0,29
2026-06-08;GREEN CONSULT SRL;GREEN-DID-SAL;0;5;0;0;0
2026-06-08;NSS S.A.;660812-LOPEZLEON-SAL;100;5;5;1,27;0,25
2026-06-08;TELECENTRO S.A.;TELECENTRO-LD-SAL;100;5;4;49,35;12,34
2026-06-08;TESAM ARGENTINA SOCIEDAD ANONIMA (CUIT 30-68732541-5);456231-SAL;0;5;0;0;0
2026-06-08;NSS S.A.;236803-SISTEMAS-SAL;100;5;2;2,33;1,17
2026-06-08;AGINET S.A.;2593422-SAL;100;4;4;1,67;0,42
2026-06-08;NSS S.A.;441893-BAHIA-SAL;100;4;4;4,18;1,05
2026-06-08;AGINET S.A.;212283-SAL;100;4;4;4,57;1,14
2026-06-08;JULIO FRANCISCO ANTONIO AURELIO S.A.;13088842-SAL;0;4;0;0;0
2026-06-08;BROADBANDTECH S.A.;BBT-LD-SAL;0;4;0;0;0
2026-06-08;GSA COLLECTIONS ARGENTINA SA;662531-SAL;100;4;2;3,25;1,63
2026-06-08;NSS S.A.;234090-TRANSPUNI-SAL;100;4;3;1,45;0,48
2026-06-08;NSS S.A.;110540-CONCEPTO-SAL;100;4;3;4,65;1,55
2026-06-08;HABLAME SRL;2758122-SAL;0;4;0;0;0
2026-06-08;IPLAN INTERNATIONAL BUSINESS INC.;13088379-IDEN-SAL;0;3;0;0;0
2026-06-08;ARSAT SA;1547639-SAL;50;3;1;0,35;0,35
2026-06-08;DARCOM S.A.;238607-SAL;100;3;3;0,15;0,05
2026-06-08;NSS S.A.;69135-SWISS;0;3;0;0;0
2026-06-08;MERA SOLUTIONS SA;FQDN-MERA-SAL;0;3;0;0;0
2026-06-08;NSS S.A.;403887-EXXON-SAL;0;3;0;0;0
2026-06-08;TELECOMUNICACIONES UNIFICADAS SRL;TELEUNIF-DID-SAL;0;3;0;0;0
2026-06-08;SC COLLECTION S.A.;SC-DID-SAL;100;3;3;7,25;2,42
2026-06-08;NSS S.A.;1618415-HOTEL GU-SAL;100;3;3;3,65;1,22
2026-06-08;IPLAN PRUEBAS WHOLESALE;IPLAN-Darwin-Maq-SAL;100;3;3;0,52;0,17
2026-06-08;NSS S.A.;627699-FONDO-SAL;0;3;0;0;0
2026-06-08;NSS S.A.;279409-ATLANTICA-SAL;100;3;3;4,98;1,66
2026-06-08;CAT TECHNOLOGIES ARGENTINA SOCIEDAD ANONIMA;CAT-FQDN-SAL;0;3;0;0;0
2026-06-08;NSS S.A.;273017-TELCOM-SAL;0;2;0;0;0
2026-06-08;NSS S.A.;753044-ARAUCARIA-SAL;0;2;0;0;0
2026-06-08;NSS S.A.;346627-SWISS-SAL;0;2;0;0;0
2026-06-08;NSS S.A.;SHELL-1685323-SAL;0;2;0;0;0
2026-06-08;ORANGE BUSINESS SERVICES ARGENTINA SA;ORANGE-SECONDARY-SAL;0;2;0;0;0
2026-06-08;ORANGE BUSINESS SERVICES ARGENTINA SA;ORANGE-BACKUP-SAL;0;2;0;0;0
2026-06-08;IPLAN INTERNATIONAL BUSINESS INC.;2271224-BTS-SAL;0;2;0;0;0
2026-06-08;NSS S.A.;234091-TRANSPUNI-SAL;100;2;2;0,23;0,12
2026-06-08;NSS S.A.;1422751-TECOTEX-SAL;100;2;1;1,68;1,68
2026-06-08;WAVENET;332699-SAL;100;2;2;12,58;6,29
2026-06-08;TESAM ARGENTINA SOCIEDAD ANONIMA (CUIT 30-68732541-5);197867-SAL;0;2;0;0;0
2026-06-08;MOLINOS AGRO S.A.;1919249-SAL;100;2;2;2,23;1,12
2026-06-08;SES SISTEMAS ELECTRONICOS S.A.;1410437-SAL;0;2;0;0;0
2026-06-08;NSS S.A.;1542307-SUMITOMO-SAL;100;2;2;1,33;0,67
2026-06-08;PRAXYS SOCIEDAD ANONIMA;13098864-SAL;0;2;0;0;0
2026-06-08;SUIVANT SA;SUIVANT-SAL;100;2;2;0,3;0,15
2026-06-08;NSS S.A.;286120-VIABAIX-SAL;100;2;2;9,8;4,9
2026-06-08;FIBERMAX SA;266586-SAL;0;2;0;0;0
2026-06-08;TELESERVICIOS Y MARKETING SRL;1402225-SAL;100;2;2;2,43;1,22
2026-06-08;ARCOB TECHNOLOGY S.A;ARCOB-DID-SAL;100;2;1;0,23;0,23
2026-06-08;FIBERMAX SA;1553295-SAL;100;1;1;0,8;0,8
2026-06-08;NSS S.A.;1654031-REINO-SAL;100;1;1;1,03;1,03
2026-06-08;CONTACT CENTER & RECOVERY S.A.;704063-SAL;0;1;0;0;0
2026-06-08;LAST MILE CORP.;687563-SAL;0;1;0;0;0
2026-06-08;NSS S.A.;554031-FORINO-SAL;100;1;1;0,08;0,08
2026-06-08;CORTUC S.A.;1580089-SAL;100;1;1;0,05;0,05
2026-06-08;NSS S.A.;SHELL-1826610-SAL;100;1;1;0,03;0,03
2026-06-08;NSS S.A.;300391-AMERICA-TV-SA;100;1;1;1;1
2026-06-08;NSS S.A.;410025-FMDC-SAL;100;1;1;0,17;0,17
2026-06-08;NSS S.A.;708697-COMARB-SAL;0;1;0;0;0
2026-06-08;NSS S.A.;700585-MERCADO-SAL;0;1;0;0;0
2026-06-08;NSS S.A.;82991-TarNaran-SAL;0;1;0;0;0
2026-06-08;NSS S.A.;737870-CONECTA2-SAL;100;1;1;0,43;0,43
2026-06-08;24/7 COMMUNICATION, INC;197745-SIP-SAL;0;1;0;0;0
2026-06-08;TRIMOTION S.R.L.;655977-SAL;100;1;1;0,1;0,1
2026-06-08;NSS S.A.;129754-INTERHOT-SAL;100;1;1;0,8;0,8
2026-06-08;NSS S.A.;23173-AMERICA-SAL;0;1;0;0;0
2026-06-08;INTERCALL SOLUCIONES S.R.L;INTERSOLU-SAL;0;1;0;0;0
2026-06-08;IFX NETWORKS SA;311713-SAL;100;1;1;0,38;0,38
2026-06-08;ATENTO ARGENTINA S.A;ATENTO-DID-SAL;0;1;0;0;0
2026-06-08;LUPO EVELYN YANELA;LUPOEVELYN-SAL;0;1;0;0;0
2026-06-08;MAYDAY GROUP S.A;1493776-SAL;0;1;0;0;0
2026-06-08;RODRIGUEZ MARCOS LEONARDO;RODRIGUEZ-DID-SAL;0;1;0;0;0
2026-06-08;NSS S.A.;23180-AMERICA-SAL;0;1;0;0;0
2026-06-09;TELEFONICA DE ARGENTINA S.A.;TASA-AMBA-SIP-SAL;65,03;4104741;1585717;421021,6;0,27
2026-06-09;TELECOM ARGENTINA S.A.;TECO-AMBA-SIP-SAL;90,37;2309433;993165;327162,78;0,33
2026-06-09;NUETEL;NUETEL1414-SAL;17,6;692428;96697;12307,92;0,13
2026-06-09;INTERLINK FIBER NETWORK SA;FIRBER-SAL;11,64;628459;59553;12414,68;0,21
2026-06-09;AMX ARGENTINA S.A.;CLARO-SIP-LD-SAL;79,43;515645;266378;104745,87;0,39
2026-06-09;TELECOM ARGENTINA S.A.;POI-RESTNCIA-SIP-SAL;13,56;374510;41904;7365,93;0,18
2026-06-09;Eduardo Trotta;ETROTTA-SAL;24,79;370587;64189;10503,18;0,16
2026-06-09;BERGAGNA CARLOS SEBASTIAN;DAINUS-SAL;57,06;280180;145359;8386,47;0,06
2026-06-09;NSS S.A.;RutaAnuncios;0;278771;0;0;0
2026-06-09;TELECOM ARGENTINA S.A.;POI-CORDOBA-SIP-SAL;84,52;218518;96504;16613,23;0,17
2026-06-09;TELECOM ARGENTINA S.A.;POI-ROSARIO-SIP-SAL;80,87;198338;86827;18928,98;0,22
2026-06-09;TELECOM ARGENTINA S.A.;POI-POSADAS-SIP-SAL;20,34;152363;23989;3882,73;0,16
2026-06-09;AGINET S.A.;AGINET-MOBILE-SAL;99,97;106142;37550;8446,57;0,22
2026-06-09;IPLAN INTERNATIONAL BUSINESS INC.;9672318-SAL;33,81;103300;6758;4407,87;0,65
2026-06-09;NSS S.A.;VoiPack-out;90,77;89810;75758;244552,45;3,23
2026-06-09;TELEGLOBE;422155-SAL;34,33;71819;4708;5170,22;1,1
2026-06-09;FIBERMAX SA;266585-SAL;52,03;52208;14364;2617,38;0,18
2026-06-09;TELECOM ARGENTINA S.A.;POI-CRRNTES-SIP-SAL;74;46832;19244;3281,35;0,17
2026-06-09;TELECOM ARGENTINA S.A.;POI-SALTA-SIP-SAL;93,62;42643;19841;5688,47;0,29
2026-06-09;TELECOM ARGENTINA S.A.;POI-FORMOSA-SIP-SAL;61,36;39118;14124;2314,82;0,16
2026-06-09;INFOBIP LATAM SA;INFOBIP-SAL;91,19;35554;23348;9729,57;0,42
2026-06-09;LEVEL 3;LEVEL3-LD-SAL;74,34;33514;16030;3163,82;0,2
2026-06-09;NSS S.A.;CVI-RETAIL-OUT;96,89;31474;27384;62096,9;2,27
2026-06-09;IPLAN INTERNATIONAL BUSINESS INC.;DIDWW-DK-SAL;97,59;29017;22781;120260,4;5,28
2026-06-09;TELECOM ARGENTINA S.A.;POI-TUCUMAN-SIP-SAL;77;28143;10083;3152,72;0,31
2026-06-09;NSS S.A.;NOGEO-CVI-SAL;99,12;27563;26264;94687,92;3,61
2026-06-09;TARJETA NARANJA SA;13081166-SAL;100;27363;27340;97804,23;3,58
2026-06-09;TELECOM ARGENTINA S.A.;POI-SANTAFE-SIP-SAL;80,14;22439;9320;2828,85;0,3
2026-06-09;BICENTEL, LLC;BICENTEL-DID-SAL;74,28;21197;9775;7516,92;0,77
2026-06-09;TELECOM ARGENTINA S.A.;POI-PARANA-SIP-SAL;77,03;21100;8004;2473,07;0,31
2026-06-09;TELECENTRO S.A.;TELECENTRO-LO-SAL;99,49;20141;5902;2132,47;0,36
2026-06-09;CITYTECH SA;1893711-SAL;99,89;18685;18500;55035,92;2,97
2026-06-09;AGINET S.A.;AGINET-NUM-BLOCK-SAL;100;16768;4296;483,97;0,11
2026-06-09;TELECOM ARGENTINA S.A.;POI-SGESTERO-SIP-SAL;77,45;16306;7194;1698,92;0,24
2026-06-09;TELECOM ARGENTINA S.A.;POI-CAMPANA-SIP-SAL;42,94;14392;3767;723,88;0,19
2026-06-09;LINEIP S.R.L.;13097620-PX8-SAL;0;12898;0;0;0
2026-06-09;CAT TECHNOLOGIES ARGENTINA SOCIEDAD ANONIMA;CATDID-SAL;100;11015;11012;76102,92;6,91
2026-06-09;TELECOM ARGENTINA S.A.;POI-SNICOLAS-SIP-SA;72,44;10554;3196;940,28;0,29
2026-06-09;IPLAN INTERNATIONAL BUSINESS INC.;AVOXI-DID-SAL;43,23;8826;3792;18739,82;4,94
2026-06-09;TELECOM ARGENTINA S.A.;POI-ESCOBAR-SIP-SAL;60,17;7828;2831;597,95;0,21
