FECHA;CARRIER_DESTINO;RUTA_DESTINO;ASR_REAL;CALLS_TOTAL;CALLS_OK;MINUTOS;AVG_CALL
2026-05-24;FANDI?O MARIA VALERIA;FANDINO-MARI-SAL;100;6;6;0,67;0,11
2026-05-24;CENATTEL SA;CENATTEL-DID-SAL;100;6;6;1,28;0,21
2026-05-24;TELESERVICIOS Y MARKETING SRL;2541566-SAL;0;6;0;0;0
2026-05-24;ALAU TECNOLOGIA S.A.U;ALAU-SAL;0;6;0;0;0
2026-05-24;ESTUDIO HFA Y ASOCIADOS SC;1681631-SAL;100;5;5;9,15;1,83
2026-05-24;MUSURIT SA;389337-DID;80;5;4;13,98;3,5
2026-05-24;IPLAN INTERNATIONAL BUSINESS INC.;13097088_INTERMAX-SA;100;5;4;0,48;0,12
2026-05-24;GESTIVA S.A;670765-SAL;100;5;4;2,8;0,7
2026-05-24;NSS S.A.;228694-CASINO-SAL;100;5;5;17,05;3,41
2026-05-24;NSS S.A.;216500-TITO-CAD-SAL;0;5;0;0;0
2026-05-24;CALL UP SA;2800288-Px8-SAL;100;5;5;0,55;0,11
2026-05-24;NSS S.A.;1411852-ASOCIAC-SAL;100;5;5;2,45;0,49
2026-05-24;NSS S.A.;1608647-COLOPLAS-SAL;100;4;4;1,43;0,36
2026-05-24;SERVICIO SATELITAL S.A.;SERVSAT-SAL;66,67;4;2;2,05;1,03
2026-05-24;CAT TECHNOLOGIES ARGENTINA SOCIEDAD ANONIMA;CAT-FQDN-SAL;100;4;4;0,58;0,15
2026-05-24;MARTINEZ MAXIMILIANO ALBERTO;MARTINEZ-DID-SAL;100;4;4;1,25;0,31
2026-05-24;STRATTON NEA S.A.;1653146-SAL;100;4;4;0,85;0,21
2026-05-24;IPLAN INTERNATIONAL BUSINESS INC.;COMMPEAK_DK-SAL;0;4;0;0;0
2026-05-24;CONTACTO GARANTIDO SA;653975-SAL;100;4;4;0,43;0,11
2026-05-24;SICARG S.R.L.;2466228-SAL;0;4;0;0;0
2026-05-24;BROADBANDTECH S.A.;BBT-LO-SAL;0;4;0;0;0
2026-05-24;NSS S.A.;256813-INSTITUTO-SAL;100;4;3;1,4;0,47
2026-05-24;SC COLLECTION S.A.;SC-DID-SAL;100;4;4;1,07;0,27
2026-05-24;NSS S.A.;627699-FONDO-SAL;0;3;0;0;0
2026-05-24;RECUPERO INTEGRAL SRL;1488907-SAL;100;3;3;1,05;0,35
2026-05-24;BM SOLUCIONES S.R.L;BMSOLUCIONES-DID-SAL;100;3;2;2,9;1,45
2026-05-24;PROSPECTIVAS SA;13088557-SAL;0;3;0;0;0
2026-05-24;SES SISTEMAS ELECTRONICOS S.A.;1410437-SAL;0;3;0;0;0
2026-05-24;GESTION LEGAL S.A.;GESTIONLEGAL-DID;0;3;0;0;0
2026-05-24;CORDIAL COLLECTIONS S.A;1599013-SAL;100;3;3;0,85;0,28
2026-05-24;NSS S.A.;23168-AMERICA-SAL;100;3;3;8,45;2,82
2026-05-24;NSS S.A.;89443-COLEGIODEE-SAL;100;3;3;6,7;2,23
2026-05-24;ANA MAYA SA;ANAMAYA-DID-SAL;0;3;0;0;0
2026-05-24;NSS S.A.;106297-SCIS-SAL;0;3;0;0;0
2026-05-24;IPBTEL LLC;IPBTEL-DID-SAL;100;3;2;2,05;1,03
2026-05-24;IMPRUNETA S.A;1586407-SAL;100;2;2;15,52;7,76
2026-05-24;CANELLADA EDUARDO MARCELO;747603-SAL;100;2;2;2,97;1,48
2026-05-24;BCN CYS SRL;BCN-DID-SAL;0;2;0;0;0
2026-05-24;SUIVANT SA;SUIVANT-SAL;100;2;2;0,15;0,08
2026-05-24;VN COBRANZAS S.A.;VNCOBRANZAS-DID-SAL;100;2;2;5,33;2,67
2026-05-24;TASKPHONE ARGENTINA SA;TASKPHONE-DID-SAL;0;2;0;0;0
2026-05-24;CYBERWAVE S.A.;CYBERW-SAL;100;2;2;5,47;2,73
2026-05-24;NSS S.A.;1654031-REINO-SAL;100;2;2;3,58;1,79
2026-05-24;GRUPO P Y D S A;PYD-DID-SAL;0;2;0;0;0
2026-05-24;NSS S.A.;1792949-SERV-ASI-SAL;100;2;2;0,77;0,38
2026-05-24;NSS S.A.;320877-ZARVAR-SAL;100;2;2;2,77;1,38
2026-05-24;CIPE SOLUTIONS S.A;1526379-SAL;0;2;0;0;0
2026-05-24;NSS S.A.;503439-ZURICH-SAL;0;2;0;0;0
2026-05-24;NSS S.A.;1937106-BANCREDI-SAL;0;2;0;0;0
2026-05-24;CITYTECH SA;1935463-SAL;100;2;2;2,83;1,42
2026-05-24;BT LATAM ARGENTINA S.A. a borrar;BTLATAM-SIP-SAL;0;2;0;0;0
2026-05-24;BERGAGNA CARLOS SEBASTIAN;DAINUS-SAL;100;2;1;0,3;0,3
2026-05-24;DIRECT CONTACT SOLUTIONS SA;2733686-SAL;100;2;2;0,03;0,02
2026-05-24;NSS S.A.;766253-SINDICATO-SAL;100;2;2;3,43;1,72
2026-05-24;LOJDA GUILLERMO DARIO;486731-SAL;0;2;0;0;0
2026-05-24;NSS S.A.;205989-LIDERAR-SAL;100;2;2;0,73;0,37
2026-05-24;IPLAN INTERNATIONAL BUSINESS INC.;2271224-BTS-SAL;0;2;0;0;0
2026-05-24;NSS S.A.;136953-SWISS-SAL;100;2;2;0,63;0,32
2026-05-24;NSS S.A.;1874211-G.M.S.-SAL;100;2;1;0,85;0,85
2026-05-24;MARKETING ONE ARGENTINA SA;MARKETING-DID-SAL;100;2;2;7,4;3,7
2026-05-24;AGINET S.A.;394891-SAL;0;2;0;0;0
2026-05-24;RICARDO MULLER;652367-SAL;100;2;2;0,42;0,21
2026-05-24;MARISA CLAUDIA BERETTA;1402961-SAL;100;2;2;0,03;0,02
2026-05-24;NSS S.A.;1618415-HOTEL GU-SAL;100;2;2;3,5;1,75
2026-05-24;NSS S.A.;272348-G.M.S.-SAL;0;1;0;0;0
2026-05-24;NSS S.A.;184145-ELSURCO-SAL;0;1;0;0;0
2026-05-24;NSS S.A.;286120-VIABAIX-SAL;100;1;1;55,43;55,43
2026-05-24;CEIBO CREDITOS S.A.;CEIBO-SAL;0;1;0;0;0
2026-05-24;NSS S.A.;110540-CONCEPTO-SAL;100;1;1;1,98;1,98
2026-05-24;NSS S.A.;460137-SOCIEDAD-SAL;100;1;1;0,83;0,83
2026-05-24;COMUNICACION MULTIMEDIA SA;13088774-SAL;100;1;1;0,28;0,28
2026-05-24;TELECOM ITALIA SPARKLE S.P.A.;653085-SAL;0;1;0;0;0
2026-05-24;24/7 COMMUNICATION, INC;197745-SIP-SAL;0;1;0;0;0
2026-05-24;MULTICONEX SA;13089438-SAL;0;1;0;0;0
2026-05-24;NSS S.A.;1583959-CAECE-SAL;0;1;0;0;0
2026-05-24;NSS S.A.;125494-OSPE-SAL;100;1;1;0,25;0,25
2026-05-24;BFB SOLUCIONES S.A.;BFB-1750497-SAL;100;1;1;0,1;0,1
2026-05-24;NSS S.A.;278663-BALANZ-SAL;100;1;1;2,63;2,63
2026-05-24;NSS S.A.;126434-KUARZO-SAL;100;1;1;0,65;0,65
2026-05-24;NSS S.A.;SHELL-1654014-SAL;0;1;0;0;0
2026-05-24;MU?OZ AGUIRRE & ASOCIADOS S.R.L.;13096882-SAL;100;1;1;0,03;0,03
2026-05-24;GREEN CONSULT SRL;GREEN-DID-SAL;0;1;0;0;0
2026-05-24;NSS S.A.;1538797-ASOC-ALD-SAL;100;1;1;0,02;0,02
2026-05-24;NSS S.A.;1551231-JESUITAS-SAL;0;1;0;0;0
2026-05-24;ORANGE BUSINESS SERVICES ARGENTINA SA;ORANGE-BACKUP-SAL;100;1;1;0,45;0,45
2026-05-24;C2 S.A.;C2-DID-SAL;100;1;1;0,02;0,02
2026-05-24;CONSUMAS S.A;2791044-SAL;0;1;0;0;0
2026-05-24;NSS S.A.;348001-FIDEICOM-SAL;100;1;1;6,78;6,78
2026-05-24;NSS S.A.;266245-GRUPO8-SAL;100;1;1;0,75;0,75
2026-05-24;COMUNICACIONES MULTIMEDIA S.A;709319-SAL;100;1;1;0,53;0,53
2026-05-24;AGINET S.A.;AGINET-MOBILE-SAL;0;1;0;0;0
2026-05-24;NSS S.A.;346627-SWISS-SAL;0;1;0;0;0
2026-05-24;DARCOM S.A.;238607-SAL;100;1;1;0,08;0,08
2026-05-24;NSS S.A.;302689-BRASKEM-SAL;0;1;0;0;0
2026-05-24;COACTIVA GROUP.;1938311-SAL;100;1;1;0,05;0,05
2026-05-23;TELEFONICA DE ARGENTINA S.A.;TASA-AMBA-SIP-SAL;89,79;1609709;638627;134148,63;0,21
2026-05-23;TELECOM ARGENTINA S.A.;TECO-AMBA-SIP-SAL;93,93;702756;292928;93407,25;0,32
2026-05-23;AMX ARGENTINA S.A.;CLARO-SIP-LD-SAL;86,8;181191;91665;22446,58;0,24
2026-05-23;NSS S.A.;RutaAnuncios;0;112926;0;0;0
2026-05-23;TELECOM ARGENTINA S.A.;POI-CORDOBA-SIP-SAL;68,94;93806;32835;5813,85;0,18
2026-05-23;TELECOM ARGENTINA S.A.;POI-RESTNCIA-SIP-SAL;66,86;59903;23137;3246,38;0,14
2026-05-23;TELEGLOBE;422155-SAL;38,67;53577;2477;3685,02;1,49
2026-05-23;TELECOM ARGENTINA S.A.;POI-ROSARIO-SIP-SAL;85,08;50180;22905;3783,42;0,17
2026-05-23;INFOBIP LATAM SA;INFOBIP-SAL;90,98;42862;27890;11208,23;0,4
2026-05-23;Eduardo Trotta;ETROTTA-SAL;91,77;34774;10975;1632,83;0,15
2026-05-23;TELECOM ARGENTINA S.A.;POI-POSADAS-SIP-SAL;56,61;34595;11739;1514,68;0,13
2026-05-23;IPLAN INTERNATIONAL BUSINESS INC.;9672318-SAL;26,53;32904;1487;1125,92;0,76
2026-05-23;NSS S.A.;VoiPack-out;97,25;29795;27847;56994;2,05
2026-05-23;AGINET S.A.;AGINET-MOBILE-SAL;86,33;25725;10986;1021;0,09
2026-05-23;BICENTEL, LLC;BICENTEL-DID-SAL;75,48;21953;10346;5917,4;0,57
2026-05-23;TELECOM ARGENTINA S.A.;POI-CRRNTES-SIP-SAL;79,37;21661;8190;1594,52;0,19
2026-05-23;NUETEL;NUETEL1414-SAL;71,51;16032;5005;1030,43;0,21
2026-05-23;BERGAGNA CARLOS SEBASTIAN;DAINUS-SAL;99,73;15677;8710;1029,15;0,12
2026-05-23;CITYTECH SA;1893711-SAL;99,26;14620;14410;50966,3;3,54
2026-05-23;NSS S.A.;Voipack-genesys-out;100;12862;12855;1727,28;0,13
2026-05-23;NSS S.A.;CVI-RETAIL-OUT;96,38;11959;10226;20242,95;1,98
2026-05-23;LEVEL 3;LEVEL3-LD-SAL;48,24;11344;1883;270,6;0,14
2026-05-23;TELECOM ARGENTINA S.A.;POI-FORMOSA-SIP-SAL;80,94;11187;4615;689,52;0,15
2026-05-23;INTERLINK FIBER NETWORK SA;FIRBER-SAL;99,79;11136;4249;655,2;0,15
2026-05-23;TARJETA NARANJA SA;13081166-SAL;100;8205;8198;18076,58;2,2
2026-05-23;FIBERMAX SA;266585-SAL;49,18;7819;1110;143,48;0,13
2026-05-23;IPLAN INTERNATIONAL BUSINESS INC.;DIDWW-DK-SAL;97,33;7475;7085;20696,45;2,92
2026-05-23;NSS S.A.;NOGEO-CVI-SAL;98,52;7242;6938;16570,75;2,39
2026-05-23;IPLAN INTERNATIONAL BUSINESS INC.;AVOXI-DID-SAL;99,83;6700;6642;41459,85;6,24
2026-05-23;TELECOM ARGENTINA S.A.;POI-PARANA-SIP-SAL;73,14;6444;1623;455,55;0,28
2026-05-23;TELECOM ARGENTINA S.A.;POI-TUCUMAN-SIP-SAL;60,31;5677;1319;565,03;0,43
2026-05-23;TELECOM ARGENTINA S.A.;POI-SALTA-SIP-SAL;71,28;4782;1087;554,03;0,51
2026-05-23;TELECENTRO S.A.;TELECENTRO-LO-SAL;100;4362;1584;525,35;0,33
2026-05-23;Eduardo Trotta;TROTTA-REVSHARINGSAL;86,95;4239;3659;60074,8;16,42
2026-05-23;TIWS ARGENTINA II S.A;TIWS1-2033336-SAL;72,69;4098;2624;10751,35;4,1
2026-05-23;TELECOM ARGENTINA S.A.;POI-SANTAFE-SIP-SAL;69,37;3956;931;316,2;0,34
2026-05-23;TELECOM ARGENTINA S.A.;POI-CAMPANA-SIP-SAL;44,96;3740;977;147,5;0,15
2026-05-23;TELECOM ARGENTINA S.A.;POI-SGESTERO-SIP-SAL;70,33;3645;884;317,55;0,36
2026-05-23;OP COMUNICACIONES FLEXIBLES;13099063-PX8-SAL;0;3496;0;0;0
2026-05-23;TELECOM ARGENTINA S.A.;POI-ARGUELLO-SIP-SAL;73,62;3219;625;162,05;0,26
2026-05-23;TELECOM ARGENTINA S.A.;POI-ESCOBAR-SIP-SAL;58,53;2718;834;171,43;0,21
2026-05-23;IPLAN INTERNATIONAL BUSINESS INC.;2155168-TWILIO-SAL;96,29;2463;2307;21003,03;9,1
2026-05-23;LINEIP S.R.L.;13097620-PX8-SAL;0;2381;0;0;0
2026-05-23;TELECOM ARGENTINA S.A.;POI-SNICOLAS-SIP-SA;79,08;2153;548;147,77;0,27
2026-05-23;TELECOM ARGENTINA S.A.;POI-RIO4TO-SIP-SAL;58,71;1906;408;165,48;0,41
2026-05-23;ORANGE BUSINESS SERVICES ARGENTINA SA;ORANGE-PRIMARY-SAL;100;1724;1666;6212,35;3,73
2026-05-23;TELECOM ARGENTINA S.A.;POI-VCPAZ-SIP-SAL;77,65;1661;462;210,28;0,46
2026-05-23;V.I.S. MEDIA GROUP S.A.;VIS-DID-SAL;100;1647;1567;5173,07;3,3
2026-05-23;GM TELECOM CORPORATION;GM-DID-SAL;60,6;1435;855;11567,97;13,53
2026-05-23;BELGACOM INTERNATIONAL CARRIER SERVICE S.A.;1453377-SAL;0;1425;0;0;0
2026-05-23;TELECOM ARGENTINA S.A.;POI-SANPEDRO-SIP-SAL;12,49;1373;111;41,37;0,37
2026-05-23;MERA SOLUTIONS SA;MERA-DID-SAL;99,85;1361;1358;6958,9;5,12
2026-05-23;TELECOM ARGENTINA S.A.;POI-JUJUY-SIP-SAL;83,5;1324;506;103,02;0,2
2026-05-23;AGINET S.A.;AGINET-08XX-SAL;98,36;1233;60;122,55;2,04
2026-05-23;KONECTA SERVICIOS ADMINISTRATIVOS Y TECNOLOGICOS;1639305-SAL;100;1178;1087;5207,78;4,79
2026-05-23;TELECOM ARGENTINA S.A.;POI-ZARATE-SIP-SAL;83,56;1160;361;96,02;0,27
2026-05-23;BUSSINESS TELECOMMUNICATIONS SERVICES INC.;636361-SAL;0;1124;0;0;0
2026-05-23;BELGACOM INTERNATIONAL CARRIER SERVICE S.A.;BICS-DID-SAL;95,21;1047;855;3516,5;4,11
2026-05-23;GLOBAL PROCESSING SA;1636352-SAL;100;1015;937;807,25;0,86
2026-05-23;LEVEL 3;LEVEL3-LO-SAL;92,92;909;748;1359,08;1,82
2026-05-23;IDT CORPORATION DE ARGENTINA S.A.;IDT-DID-SAL;82,77;867;711;1126,97;1,59
2026-05-23;BT LATAM ARGENTINA S.A. a borrar;BTLATAM-LD-Saliente;93,08;844;390;71,02;0,18
2026-05-23;COMERCIALIZADORA ONLINE S.A;EUROCALLDID-SAL;100;828;828;3023,12;3,65
2026-05-23;CAT TECHNOLOGIES ARGENTINA SOCIEDAD ANONIMA;CATDID-SAL;100;703;702;552,87;0,79
2026-05-23;KLEVA TECH;13100368-PX8-SAL;0;664;0;0;0
2026-05-23;TIWS ARGENTINA II S.A;TIWS2-2033336-SAL;99,54;657;644;4277,13;6,64
2026-05-23;ORANGE BUSINESS SERVICES ARGENTINA SA;ORANGE-800SIP-SAL;100;646;635;4351,43;6,85
2026-05-23;CENTRO INTERACCION MULTIMEDIA SA;APEX-DID-SAL;99,64;604;560;1978,9;3,53
2026-05-23;TELECOM ARGENTINA S.A.;POI-SLORENZO-SIP-SAL;75,6;594;127;20,53;0,16
2026-05-23;TELEGLOBE;TATA-DID-SAL;99,4;559;497;742,88;1,49
2026-05-23;TECNO VOZ NOROESTE S.A.;13100051_Px8-SAL;100;531;531;137,35;0,26
2026-05-23;I-FULL SRL;1877667-SAL;99,32;530;146;210,58;1,44
2026-05-23;CASSINI COLLECTING SA;CASSINI-SAL;99,78;495;446;674,4;1,51
2026-05-23;AZCOM SRL;492508-SAL;100;449;448;858,45;1,92
2026-05-23;TELETEL CHILE;413460-SAL;100;433;426;3292,48;7,73
2026-05-23;CONTACTO GARANTIDO SA;653975-SAL;6,3;413;26;77,27;2,97
2026-05-23;TELETEL S. A.;TELETEL-08XX-SAL;97,32;408;290;1665,52;5,74
2026-05-23;ALLEVA CLAUDIO HECTOR;1505281-SAL;92,99;407;358;929,15;2,6
2026-05-23;SEGUROS BERNARDINO RIVADAVIA COOP LTDA;1926286-SAL;100;407;407;1015,95;2,5
2026-05-23;COMUNICACION Y OPINION;2812272-COMYOP-SAL;0;395;0;0;0
2026-05-23;CREDICUOTAS CONSUMO S.A.;13088519-SAL;100;394;281;515,2;1,83
2026-05-23;IPLAN INTERNATIONAL BUSINESS INC.;2258206-IPCOM-SAL;0;392;0;0;0
2026-05-23;IPNEXT S.A.;2368458-SAL;100;339;337;254,32;0,75
2026-05-23;MERCADOLIBRE S.R.L.;MERCADOLIBRE-SAL;100;338;328;395;1,2
2026-05-23;NSS S.A.;407301-BASAM-SAL;100;330;328;572,68;1,75
2026-05-23;MENTAWAI S.R.L.;666803-SAL;100;318;314;266,92;0,85
2026-05-23;ATX;ATX-SAL;100;297;3;0,18;0,06
2026-05-23;BERGAGNA CARLOS SEBASTIAN;BERGAGNA-0800-SAL;29,51;291;85;239,5;2,82
2026-05-23;CETROGAR SA;CETROGAR-SAL;0;278;0;0;0
2026-05-23;VOCALSAT ARGENTINA S.A.;VOCALSAT-DID-SAL;100;253;253;13,27;0,05
2026-05-23;BELGACOM INTERNATIONAL CARRIER SERVICE S.A.;BICS-800-SAL;91,6;244;218;1015,13;4,66
2026-05-23;GLOBALTECH TELECOMUNICACIONES;GLOBALTECH-SAL;100;226;223;515,18;2,31
2026-05-23;CISTECH S.R.L.;CISTECH-DID-SAL;64,02;197;105;75,12;0,72
2026-05-23;NACION SERVICIOS SA;2076600-NACION-SAL;100;186;185;50,47;0,27
2026-05-23;GESTION LEGAL S.A.;GESTIONLEGAL-SAL;100;186;186;83,88;0,45
2026-05-23;LATINFON CONTACT CENTER S.R.L.;2549392-SAL;100;181;116;51,77;0,45
2026-05-23;BAPRO MEDIOS DE PAGO  S.A.;1831755-SAL;100;179;1;4,12;4,12
2026-05-23;OLUM SRL;OLUM-DID-SAL;100;174;172;437,05;2,54
2026-05-23;NSS S.A.;69132-SWISS-SAL;100;171;145;291,67;2,01
2026-05-23;MUNICIPALIDAD DE LA CIUDAD DE CORDOBA;13088032-SAL;100;171;165;171,7;1,04
2026-05-23;TELETEL S. A.;647201-SAL;100;157;120;296,28;2,47
2026-05-23;GESTION DE PRESTAMOS Y COBRANZAS S.A.;1645564-SAL;100;154;145;232,48;1,6
2026-05-23;DIDXL SP Z.O.O.;DIDXL-800-SAL;87,14;140;122;714,87;5,86
2026-05-23;NSS S.A.;426196-ATENCION-SAL;100;139;132;292,22;2,21
2026-05-23;TECNOLOGIA Y TELECOMUNICACIONES IP S.R.L;TYT-DID-SAL;100;136;130;100,77;0,78
2026-05-23;TRIMOTION S.R.L.;1531643-SAL;90,36;135;75;185,43;2,47
2026-05-23;COOPERATIVA DE ELECTRICIDAD, SERVICIOS Y OBRAS PUBLICAS DE SAN BERNARDO LTDA;SANBER-LD-SAL;100;134;134;670,23;5
2026-05-23;NSS S.A.;721173-SWISS-MEDICAL;98,28;123;114;355,95;3,12
2026-05-23;IPLAN INTERNATIONAL BUSINESS INC.;AVOXI-0800-DK-SAL;98,31;120;116;1204,82;10,39
2026-05-23;THE CHAPEAU SRL;13096781-PX8-SAL;0;114;0;0;0
2026-05-23;IPLAN DIGITALK;DIGITALK-WHS-SAL;22,86;112;8;68,05;8,51
2026-05-23;NSS S.A.;129819-Swiss-SAL;98,53;105;67;118,65;1,77
2026-05-23;CONMEGA A.C.E.;13098440-PX8-SAL;0;104;0;0;0
2026-05-23;EASY CALL SA;EASYCALL-SAL;0;99;0;0;0
2026-05-23;TELESERVICIOS Y MARKETING SRL;1416617-SAL;100;97;97;63,42;0,65
2026-05-23;PRO ACTION SERVICES S.A.;PROACTION-DID-SAL;100;88;28;14,63;0,52
2026-05-23;IKE ASISTENCIA ARGENTINA S.A;2241806-IKE-SAL;100;87;10;57,08;5,71
2026-05-23;NSS S.A.;94476-ANDAR-SAL;100;86;78;255,85;3,28
2026-05-23;TELEPROM ARGENTINA S.A.;1702596-SAL;100;86;84;47,7;0,57
2026-05-23;DISTRESSED ASSETS SA;199802-SAL;100;86;86;218,02;2,54
2026-05-23;LINEAS LIDELSU SRL;2208360-SAL;0;84;0;0;0
2026-05-23;NUBICOM S.R.L.;1950424-SAL;100;82;82;385,27;4,7
2026-05-23;DESOL S A;1513661-SAL;100;81;67;110,13;1,64
2026-05-23;BUENOS AIRES CALL SA;BUENOSAIRES-SAL;100;79;79;204,92;2,59
2026-05-23;IPLAN DIGITALK;DIGITALK-RETAIL-SAL;72,88;78;43;663,47;15,43
2026-05-23;TELSERV B.V;TELSERV-DID-SAL;100;77;75;431,03;5,75
2026-05-23;R P B SOCIEDAD ANONIMA;13095588-SAL;100;77;64;51,25;0,8
2026-05-23;NEXT LATINOAMERICA SA;1726433-SAL;0;76;0;0;0
2026-05-23;ESTUDIO PALMERO DE BELIZAN Y ASOC.;2858082-PX8-SAL;0;73;0;0;0
2026-05-23;MUSURIT SA;389337-DID;61,43;71;43;122,07;2,84
2026-05-23;NSS S.A.;272348-G.M.S.-SAL;100;71;64;65,23;1,02
2026-05-23;MO & PC COLLECTIONS ARGENTINA;2827126-DID-SAL;0;69;0;0;0
2026-05-23;NSS S.A.;256813-INSTITUTO-SAL;100;68;65;25,22;0,39
2026-05-23;AZCOM SRL;1648857-SAL;98,51;67;66;132,18;2
2026-05-23;2030 TELECOMUNICACIONES S.A.;161353-SAL;100;67;66;259,9;3,94
2026-05-23;GSA COLLECTIONS ARGENTINA SA;662536-SAL;100;66;66;101,17;1,53
2026-05-23;STRATTON ARGENTINA S.A.;708115-SAL;32,79;64;20;10,55;0,53
2026-05-23;IBR ARGENTINA S.A.;1610921-SAL;92,19;64;59;10,18;0,17
2026-05-23;INCEPTIA SRL;13092380-PX8-SAL;0;63;0;0;0
2026-05-23;SOLUCIONES DE CONTACTO SA;737629-SAL;100;61;57;9,37;0,16
2026-05-23;NSS S.A.;203333-NATAL-SAL;100;60;46;78;1,7
2026-05-23;NSS S.A.;65796-CIMA-SAL;100;60;60;94,42;1,57
2026-05-23;NSS S.A.;426193-ATENCION-SAL;100;59;58;89,02;1,53
2026-05-23;TOUCHED BPO;TOUCHED-DID-SAL;100;58;58;303,57;5,23
2026-05-23;GESTIVA S.A;670765-SAL;100;55;51;162,1;3,18
2026-05-23;DARCOM S.A.;318373-SAL;78,85;52;41;126,35;3,08
2026-05-23;TRIMOTION S.R.L.;664647-SAL;100;51;50;27,02;0,54
2026-05-23;NSS S.A.;38882-YMKSA-SAL;100;49;34;48,4;1,42
2026-05-23;NSS S.A.;38880-YMKSA-SAL;100;48;10;8,38;0,84
2026-05-23;COOPERATIVA DE VIVIENDA CREDITO Y CONSUMO CREDIKOT;13080500-SAL;100;48;46;35,43;0,77
2026-05-23;CLUB ATLETICO RIVER PLATE ASOCIACION CIVIL;13096388-SAL;100;47;47;13,37;0,28
2026-05-23;NSS S.A.;426197-ATENCION-SAL;100;46;46;104,22;2,27
2026-05-23;PREVI SRL;1773829-SAL;100;45;45;50,15;1,11
2026-05-23;TEVECOMPRAS 2001 SRL;2773828-SAL;100;43;43;48,28;1,12
2026-05-23;AGINET S.A.;394891-SAL;19,44;36;7;33,48;4,78
2026-05-23;ESTUDIO HFA Y ASOCIADOS SC;1681631-SAL;100;36;36;138,65;3,85
2026-05-23;NSS S.A.;1562339-CRUZROJA-SAL;0;36;0;0;0
2026-05-23;NSS S.A.;104603-OSPLAD-SAL;100;35;30;60,55;2,02
2026-05-23;NSS S.A.;148049-NAVA-SAL;100;35;32;41,63;1,3
2026-05-23;SC COLLECTION S.A.;SC-DID-SAL;100;33;33;9,08;0,28
2026-05-23;NSS S.A.;23168-AMERICA-SAL;100;33;33;48,87;1,48
2026-05-23;MAGALAJO S.A.;MAGALAJO-DID-SAL;0;33;0;0;0
2026-05-23;ORBITH S.A;TELEP-ORBITH-SAL;100;33;33;100,97;3,06
2026-05-23;CORDIAL COLLECTIONS S.A;1599013-SAL;100;31;31;29,95;0,97
2026-05-23;BT LATAM ARGENTINA S.A. a borrar;BTLATAM-SIP-SAL;50;31;2;8,58;4,29
2026-05-23;STRATTON ARGENTINA S.A.;1926549-GENESYS-SAL;100;31;31;183,62;5,92
2026-05-23;TASKPHONE ARGENTINA SA;TASKPHONE-DID-SAL;0;31;0;0;0
2026-05-23;NSS S.A.;1626116-PRAXYS-SAL;100;30;30;98,42;3,28
2026-05-23;NSS S.A.;69626-ARGENTUR-SAL;100;29;26;58,08;2,23
2026-05-23;MARCELO H. PENA SA;733901-SAL;0;29;0;0;0
2026-05-23;CLIENTING GROUP S A;CLIENTING-DID-SAL;100;28;28;27,88;1
2026-05-23;CAT TECHNOLOGIES ARGENTINA SOCIEDAD ANONIMA;CAT-DID-17617-SAL;100;27;26;2,43;0,09
2026-05-23;IPLAN INTERNATIONAL BUSINESS INC.;IPCOM-800-SAL;100;27;27;8,13;0,3
2026-05-23;TELETEL S. A.;490030-SAL;100;26;12;8,58;0,72
2026-05-23;CANELLADA EDUARDO MARCELO;747603-SAL;100;26;26;27,52;1,06
2026-05-23;IMPRUNETA S.A;1586407-SAL;100;26;26;74,42;2,86
2026-05-23;CALL AND CONTACT CENTER S.R.L.;CALL-DID-SAL;0;26;0;0;0
2026-05-23;INDICOM S.A.;INDICOM-DID-SAL;100;25;23;66,07;2,87
2026-05-23;ETERNET S.R.L.;1415993-SAL;68,42;25;13;9,07;0,7
2026-05-23;PAKTAR S R L;PAKTAR-DID-SAL;100;25;25;147,03;5,88
2026-05-23;ON LINE ASSISTANCE SA;13045865-PX8-SAL;0;24;0;0;0
2026-05-23;RECUPERO INTEGRAL SRL;1488907-SAL;100;24;24;26,68;1,11
2026-05-23;BM SOLUCIONES S.R.L;BMSOLUCIONES-DID-SAL;100;23;22;22,97;1,04
2026-05-23;NSS S.A.;2025115-SWISS-SAL;100;23;22;30,55;1,39
2026-05-23;DIRECT CONTACT SOLUTIONS SA;2733686-SAL;100;23;23;47,37;2,06
2026-05-23;ENPRO SRL;ENPRO-DID-SAL;100;22;22;56,88;2,59
2026-05-23;SICARG S.R.L.;2466228-SAL;0;21;0;0;0
2026-05-23;GRUPO P Y D S A;PYD-DID-SAL;100;20;20;0,38;0,02
2026-05-23;STRATTON NEA S.A.;1653146-SAL;100;20;20;14,15;0,71
2026-05-23;SERVICIO SATELITAL S.A.;SERVSAT-SAL;68,42;20;13;11,18;0,86
2026-05-23;NSS S.A.;1792949-SERV-ASI-SAL;100;20;13;4,27;0,33
2026-05-23;SIETE CAPAS;2817020-SAL;100;19;19;72,8;3,83
2026-05-23;IPLAN INTERNATIONAL BUSINESS INC.;13097088_INTERMAX-SA;100;19;19;9,75;0,51
2026-05-23;TARJETA NARANJA SA;13094948-SAL;0;18;0;0;0
2026-05-23;CENATTEL SA;CENATTEL-DID-SAL;100;18;18;6,27;0,35
2026-05-23;BHN SEGUROS GENERALES S.A.;BHN-DID-SAL;100;18;18;49,42;2,75
